,frame_length_mean,eth_type,vlan_id,vlan_priority,ip_version,ip_dscp,ip_ecn,ip_total_length_mean,ip_id_mean,ip_df,ip_mf,fragment_offset,ttl_mean,ip_protocol,ip_header_length,ip_checksum_valid,src_port,dst_port,tcp_window_mean,tcp_header_length_mean,l4_checksum_valid,flow_duration,flow_packet_count,flow_byte_count,forward_packet_count,reverse_packet_count,forward_byte_count,reverse_byte_count,iat_min,iat_mean,iat_max,iat_std,byte_rate,flow_direction,syn_count,ack_count,fin_count,rst_count,psh_count,syn_seen,syn_ack_seen,ack_after_syn_ack
10,60.0,2048.0,,,4.0,0.0,0.0,40.0,10888.0,1.0,0.0,0.0,128.0,6.0,20.0,1.0,61915,443,0.0,20.0,1.0,0.0,1,60,1,0,60,0,,,,,,0,0,1,0,1,0,0,0,0
11,66.0,2048.0,,,4.0,0.0,0.0,52.0,38092.0,1.0,0.0,0.0,62.0,6.0,20.0,1.0,45118,80,266.3333333333333,32.0,1.0,0.0010390281677246,3,198,3,0,198,0,4.0531158447265625e-06,0.0005195140838623,0.0010349750518798,0.0005154609680175,190562.6874713172,0,0,3,0,1,0,0,0,0
12,60.0,2048.0,,,4.0,0.0,0.0,40.0,6793.0,1.0,0.0,0.0,128.0,6.0,20.0,1.0,60380,80,16373.0,20.0,1.0,0.0,1,60,1,0,60,0,,,,,,0,0,1,0,0,0,0,0,0
13,63.0,2048.0,,,4.0,0.0,0.0,46.0,32116.0,1.0,0.0,0.0,63.0,6.0,20.0,1.0,80,46206,117.5,26.0,1.0,0.012988805770874,2,126,1,1,66,60,0.012988805770874,0.012988805770874,0.012988805770874,0.0,9700.660878503644,1,0,1,0,1,0,0,0,0
14,63.0,2048.0,,,4.0,0.0,0.0,46.0,22836.5,1.0,0.0,0.0,63.0,6.0,20.0,1.0,80,48826,117.5,26.0,1.0,0.000931978225708,2,126,1,1,66,60,0.000931978225708,0.000931978225708,0.000931978225708,0.0,135196.29163468917,1,0,1,0,1,0,0,0,0
15,66.0,2048.0,,,4.0,0.0,0.0,52.0,35208.0,1.0,0.0,0.0,62.0,6.0,20.0,1.0,53222,80,355.4,32.0,1.0,0.001004934310913,5,330,5,0,330,0,1.9073486328125e-06,0.0002512335777282,0.0009899139404296,0.0004264885354414,328379.6725978648,0,0,5,0,1,0,0,0,0
16,1563.625,2048.0,,,4.0,0.0,0.0,1549.625,24994.625,1.0,0.0,0.0,63.25,6.0,20.0,1.0,60426,80,7444.75,34.0,0.0,0.0033919811248779,8,12509,3,5,576,11933,1.1920928955078125e-06,0.0004845687321254,0.002303123474121,0.0007697648811005,3687815.332536726,1,2,7,1,0,2,1,1,1
17,63.0,2048.0,,,4.0,0.0,0.0,46.0,8113.5,1.0,0.0,0.0,63.0,6.0,20.0,1.0,80,51264,117.5,26.0,1.0,0.0119688510894775,2,126,1,1,66,60,0.0119688510894775,0.0119688510894775,0.0119688510894775,0.0,10527.326228561184,1,0,1,0,1,0,0,0,0
18,63.0,2048.0,,,4.0,0.0,0.0,46.0,30486.0,1.0,0.0,0.0,63.0,6.0,20.0,1.0,80,36834,117.5,26.0,1.0,0.0129439830780029,2,126,1,1,66,60,0.0129439830780029,0.0129439830780029,0.0129439830780029,0.0,9734.252528043322,1,0,1,0,1,0,0,0,0
19,60.0,2048.0,,,4.0,0.0,0.0,40.0,10887.0,1.0,0.0,0.0,62.0,6.0,20.0,1.0,44748,80,0.0,20.0,1.0,0.0,1,60,1,0,60,0,,,,,,0,0,0,0,1,0,0,0,0
20,490.8360655737705,2048.0,,,4.0,0.0,0.0,476.8360655737705,53221.11475409836,1.0,0.0,0.0,72.72131147540983,6.0,20.0,1.0,50088,443,1231.8524590163934,32.459016393442624,0.0,180.3812561035156,61,29941,33,28,3247,26694,2.1457672119140625e-06,3.006354268391927,58.967819929122925,12.842279748878507,165.98731291026004,1,2,60,1,0,24,1,1,1
21,60.0,2048.0,,,4.0,8.0,0.0,40.0,40265.0,0.0,0.0,0.0,240.0,6.0,20.0,1.0,443,19476,11256.0,20.0,1.0,0.0,1,60,1,0,60,0,,,,,,0,0,1,1,0,0,0,0,0
22,60.0,2048.0,,,4.0,0.0,0.0,40.0,10438.0,1.0,0.0,0.0,62.0,6.0,20.0,1.0,37942,80,0.0,20.0,1.0,0.0,1,60,1,0,60,0,,,,,,0,0,0,0,1,0,0,0,0
23,60.0,2048.0,,,4.0,0.0,0.0,40.0,25365.0,1.0,0.0,0.0,62.0,6.0,20.0,1.0,53280,80,0.0,20.0,1.0,0.0,1,60,1,0,60,0,,,,,,0,0,0,0,1,0,0,0,0
24,112.5,2048.0,,,4.0,0.0,0.0,98.5,30217.0,1.0,0.0,0.0,96.0,17.0,20.0,1.0,52332,53,,,1.0,0.1378850936889648,4,450,2,2,164,286,2.86102294921875e-06,0.0459616978963216,0.1378331184387207,0.0649629072071054,3263.5870053879084,1,0,0,0,0,0,0,0,0
25,63.0,2048.0,,,4.0,0.0,0.0,46.0,32893.5,1.0,0.0,0.0,63.0,6.0,20.0,1.0,80,56538,117.5,26.0,1.0,0.008908987045288,2,126,1,1,66,60,0.008908987045288,0.008908987045288,0.008908987045288,0.0,14143.022024781225,1,0,1,0,1,0,0,0,0
26,163.0,2048.0,,,4.0,0.0,0.0,149.0,12849.5,0.0,0.0,0.0,191.5,17.0,20.0,1.0,61696,53,,,1.0,0.0480198860168457,2,326,1,1,124,202,0.0480198860168457,0.0480198860168457,0.0480198860168457,0.0,6788.854098604836,1,0,0,0,0,0,0,0,0
27,60.0,2048.0,,,4.0,0.0,0.0,40.0,25270.0,1.0,0.0,0.0,128.0,6.0,20.0,1.0,49470,49666,251.0,20.0,1.0,4.887580871582031e-05,2,120,2,0,120,0,4.887580871582031e-05,4.887580871582031e-05,4.887580871582031e-05,0.0,2455202.3414634145,0,0,2,0,0,0,0,0,0
28,179.57894736842104,2048.0,,,4.0,0.0,0.0,163.05263157894737,23348.34210526316,1.0,0.0,0.0,91.52631578947368,6.0,20.0,1.0,62053,80,10374.868421052632,25.05263157894737,0.0,126.71612191200256,38,6824,20,18,2060,4764,2.813339233398437e-05,3.424760051675745,10.00212287902832,4.628524092738257,53.85265818613748,1,3,37,1,0,4,1,1,1
29,126.0,2048.0,,,4.0,0.0,0.0,112.0,25892.0,0.0,0.0,0.0,191.5,17.0,20.0,1.0,60343,53,,,1.0,62.83547592163086,4,504,2,2,205,299,0.0585639476776123,20.94515864054362,62.71620297431946,29.53658871863858,8.020946648491924,1,0,0,0,0,0,0,0,0
30,66.0,2048.0,,,4.0,0.0,0.0,52.0,34829.5,1.0,0.0,0.0,62.0,6.0,20.0,1.0,44522,80,274.0,32.0,1.0,3.0994415283203125e-06,2,132,2,0,132,0,3.0994415283203125e-06,3.0994415283203125e-06,3.0994415283203125e-06,0.0,42588317.538461536,0,0,2,1,0,0,0,0,0
31,72.5,2048.0,,,4.0,0.0,0.0,55.5,28098.5,1.0,0.0,0.0,237.0,6.0,20.0,1.0,443,51505,110.0,20.0,1.0,2.86102294921875e-06,2,145,2,0,145,0,2.86102294921875e-06,2.86102294921875e-06,2.86102294921875e-06,0.0,50681173.333333336,0,0,2,1,0,1,0,0,0
32,60.0,2048.0,,,4.0,0.0,0.0,40.0,13485.0,1.0,0.0,0.0,128.0,6.0,20.0,1.0,17094,443,256.0,20.0,1.0,0.0,1,60,1,0,60,0,,,,,,0,0,1,0,0,0,0,0,0
33,60.0,2048.0,,,4.0,0.0,0.0,40.0,40684.0,1.0,0.0,0.0,62.0,6.0,20.0,1.0,59362,80,0.0,20.0,1.0,0.0,1,60,1,0,60,0,,,,,,0,0,0,0,1,0,0,0,0
34,60.0,2048.0,,,4.0,0.0,0.0,40.0,10906.0,1.0,0.0,0.0,64.0,6.0,20.0,1.0,50988,80,239.0,20.0,1.0,0.0,1,60,1,0,60,0,,,,,,0,0,1,0,0,0,0,0,0
35,469.45454545454544,2048.0,,,4.0,0.0,0.0,455.45454545454544,30574.090909090908,1.0,0.0,0.0,62.72727272727273,6.0,20.0,1.0,34764,80,5483.272727272727,33.45454545454545,0.0,11.273972988128662,11,5164,7,4,1367,3797,6.914138793945312e-05,1.1273972988128662,5.857832908630371,2.1612703401675795,458.04615688166194,1,2,10,1,0,4,1,1,1
36,87.0,2048.0,,,4.0,0.0,0.0,73.0,9202.5,0.0,0.0,0.0,128.0,17.0,20.0,1.0,56819,53,,,1.0,0.000154972076416,4,348,2,2,158,190,2.86102294921875e-06,5.165735880533854e-05,0.0001490116119384,6.883992137894044e-05,2245565.8338461537,1,0,0,0,0,0,0,0,0
37,66.0,2048.0,,,4.0,0.0,0.0,52.0,13852.0,1.0,0.0,0.0,64.0,6.0,20.0,1.0,46638,443,1444.0,32.0,1.0,0.0,1,66,1,0,66,0,,,,,,0,0,1,0,0,0,0,0,0
38,63.0,2048.0,,,4.0,0.0,0.0,46.0,46910.0,1.0,0.0,0.0,63.0,6.0,20.0,1.0,80,58922,117.5,26.0,1.0,0.0149641036987304,2,126,1,1,66,60,0.0149641036987304,0.0149641036987304,0.0149641036987304,0.0,8420.150149767383,1,0,1,0,1,0,0,0,0
39,112.0,2048.0,,,4.0,0.0,0.0,98.0,19677.0,0.0,0.0,0.0,128.0,17.0,20.0,1.0,63344,53,,,1.0,0.0001709461212158,4,448,2,2,176,272,3.0994415283203125e-06,5.698204040527344e-05,0.0001640319824218,7.569630313302738e-05,2620708.7754532774,1,0,0,0,0,0,0,0,0
40,60.0,2048.0,,,4.0,0.0,0.0,40.0,39543.0,1.0,0.0,0.0,62.0,6.0,20.0,1.0,35364,80,0.0,20.0,1.0,0.0,1,60,1,0,60,0,,,,,,0,0,0,0,1,0,0,0,0
41,66.0,2048.0,,,4.0,0.0,0.0,52.0,2103.5,1.0,0.0,0.0,62.0,6.0,20.0,1.0,46590,80,349.3333333333333,32.0,1.0,0.0014679431915283,6,396,6,0,396,0,0.000169038772583,0.0002935886383056,0.0005319118499755,0.0001244755613838,269765.20773103787,0,0,6,0,1,0,0,0,0
42,149.33333333333334,2048.0,,,4.0,0.0,0.0,131.33333333333334,20672.0,1.0,0.0,0.0,50.0,6.0,20.0,1.0,443,59900,60.0,20.0,1.0,0.0007479190826416,3,448,3,0,448,0,2.86102294921875e-06,0.0003739595413208,0.0007450580596923,0.0003710985183715,598995.2795664648,0,0,3,1,0,1,0,0,0
43,63.0,2048.0,,,4.0,0.0,0.0,46.0,6833.5,1.0,0.0,0.0,155.0,6.0,20.0,1.0,58450,80,16981.25,26.0,1.0,5.60076904296875,4,252,3,1,186,66,2.694129943847656e-05,1.8669230143229167,5.550023078918457,2.604427254522348,44.993821038980855,1,2,3,1,0,0,1,1,1
44,60.0,2048.0,,,4.0,0.0,0.0,40.0,35114.0,1.0,0.0,0.0,62.0,6.0,20.0,1.0,45538,80,0.0,20.0,1.0,0.0,1,60,1,0,60,0,,,,,,0,0,0,0,1,0,0,0,0
45,66.0,2048.0,,,4.0,0.0,0.0,52.0,6953.0,1.0,0.0,0.0,62.0,6.0,20.0,1.0,40270,80,281.0,32.0,1.0,0.0009989738464355,3,198,3,0,198,0,9.5367431640625e-07,0.0004994869232177,0.0009980201721191,0.0004985332489013,198203.38711217183,0,0,3,0,1,0,0,0,0
46,1392.4444444444443,2048.0,,,4.0,0.0,0.0,1378.4444444444443,43198.22222222222,1.0,0.0,0.0,63.333333333333336,6.0,20.0,1.0,47620,80,6643.666666666667,33.77777777777778,0.0,0.1345429420471191,9,12532,3,6,533,11999,5.0067901611328125e-06,0.0168178677558898,0.1282160282135009,0.0421462701663112,93144.98263023778,1,2,8,1,0,2,1,1,1
47,73.2,2048.0,,,4.0,0.0,0.0,59.2,10630.0,1.0,0.0,0.0,64.0,6.0,20.0,1.0,53385,33284,26458.8,39.2,1.0,1.7881393432617188e-05,5,366,2,3,132,234,9.5367431640625e-07,4.470348358154297e-06,1.4066696166992188e-05,5.554116750035486e-06,20468203.52,1,0,5,0,0,0,0,0,0
48,91.33333333333331,2048.0,,,4.0,0.0,0.0,77.33333333333333,51344.0,1.0,0.0,0.0,81.0,6.0,20.0,1.0,443,49951,224.0,32.0,1.0,4.0531158447265625e-06,3,274,3,0,274,0,9.5367431640625e-07,2.026557922363281e-06,3.0994415283203125e-06,1.0728836059570312e-06,67602311.52941176,0,0,3,1,0,2,0,0,0
49,149.33333333333334,2048.0,,,4.0,0.0,0.0,131.33333333333334,20955.0,1.0,0.0,0.0,50.0,6.0,20.0,1.0,443,55700,60.0,20.0,1.0,0.0010459423065185,3,448,3,0,448,0,4.0531158447265625e-06,0.0005229711532592,0.0010418891906738,0.0005189180374145,428321.9038067016,0,0,3,1,0,1,0,0,0
50,60.0,2048.0,,,4.0,0.0,0.0,40.0,21360.0,1.0,0.0,0.0,128.0,6.0,20.0,1.0,51616,22,250.0,20.0,1.0,5.197525024414063e-05,2,120,2,0,120,0,5.197525024414063e-05,5.197525024414063e-05,5.197525024414063e-05,0.0,2308791.1926605506,0,0,2,0,0,0,0,0,0
51,1396.888888888889,2048.0,,,4.0,0.0,0.0,1382.888888888889,9059.444444444443,1.0,0.0,0.0,63.333333333333336,6.0,20.0,1.0,36352,80,6643.666666666667,33.77777777777778,0.0,0.1528990268707275,9,12572,3,6,573,11999,7.867813110351562e-06,0.0191123783588409,0.1404900550842285,0.0460418230972561,82224.19891939092,1,2,8,1,0,2,1,1,1
52,60.0,2048.0,,,4.0,0.0,0.0,40.0,63760.0,1.0,0.0,0.0,64.0,6.0,20.0,1.0,51264,443,0.0,20.0,1.0,0.0,1,60,1,0,60,0,,,,,,0,0,0,0,1,0,0,0,0
53,66.0,2048.0,,,4.0,0.0,0.0,52.0,19374.0,1.0,0.0,0.0,62.0,6.0,20.0,1.0,56814,80,304.0,32.0,1.0,4.8160552978515625e-05,3,198,3,0,198,0,2.1457672119140625e-06,2.408027648925781e-05,4.601478576660156e-05,2.193450927734375e-05,4111248.4752475247,0,0,3,0,1,0,0,0,0
54,60.0,2048.0,,,4.0,0.0,0.0,40.0,49176.0,1.0,0.0,0.0,62.0,6.0,20.0,1.0,53078,80,0.0,20.0,1.0,0.0,1,60,1,0,60,0,,,,,,0,0,0,0,1,0,0,0,0
55,1557.375,2048.0,,,4.0,0.0,0.0,1543.375,34146.625,1.0,0.0,0.0,63.25,6.0,20.0,1.0,36010,80,7444.75,34.0,0.0,0.0065059661865234,8,12459,3,5,526,11933,4.100799560546875e-05,0.0009294237409319,0.0055868625640869,0.0019052825778139,1915011.489885664,1,2,7,1,0,2,1,1,1
56,66.0,2048.0,,,4.0,0.0,0.0,52.0,11870.5,1.0,0.0,0.0,62.0,6.0,20.0,1.0,41220,80,349.3333333333333,32.0,1.0,0.0010058879852294,6,396,6,0,396,0,9.5367431640625e-07,0.0002011775970458,0.0009949207305908,0.0003968755914799,393682.0061625978,0,0,6,0,1,0,0,0,0
57,99.0,2048.0,,,4.0,0.0,0.0,85.0,47670.0,0.0,0.0,0.0,191.5,17.0,20.0,1.0,62361,53,,,1.0,0.0246751308441162,2,198,1,1,91,107,0.0246751308441162,0.0246751308441162,0.0246751308441162,0.0,8024.273559109136,1,0,0,0,0,0,0,0,0
58,66.0,2048.0,,,4.0,0.0,0.0,52.0,61384.5,1.0,0.0,0.0,51.0,6.0,20.0,1.0,443,47696,8192.0,32.0,1.0,0.0010550022125244,2,132,2,0,132,0,0.0010550022125244,0.0010550022125244,0.0010550022125244,0.0,125118.22101694916,0,0,2,1,0,0,0,0,0
59,1557.25,2048.0,,,4.0,0.0,0.0,1543.25,30845.5,1.0,0.0,0.0,63.25,6.0,20.0,1.0,80,47756,7444.75,34.0,0.0,0.1433548927307129,8,12458,5,3,11933,525,3.790855407714844e-05,0.0204792703901018,0.1281499862670898,0.0441685538822236,86903.20757591381,1,2,7,1,0,2,1,1,1
60,194.0,2048.0,,,4.0,0.0,0.0,177.0,21999.5,1.0,0.0,0.0,89.0,6.0,20.0,1.0,443,60094,30.0,20.0,1.0,4.601478576660156e-05,2,388,1,1,328,60,4.601478576660156e-05,4.601478576660156e-05,4.601478576660156e-05,0.0,8432072.29015544,1,0,2,0,1,1,0,0,0
61,60.0,2048.0,,,4.0,0.0,0.0,40.0,31318.0,1.0,0.0,0.0,62.0,6.0,20.0,1.0,56104,80,0.0,20.0,1.0,0.0,1,60,1,0,60,0,,,,,,0,0,0,0,1,0,0,0,0
62,66.0,2048.0,,,4.0,0.0,0.0,52.0,38564.5,1.0,0.0,0.0,62.0,6.0,20.0,1.0,57616,80,251.0,32.0,1.0,4.0531158447265625e-06,2,132,2,0,132,0,4.0531158447265625e-06,4.0531158447265625e-06,4.0531158447265625e-06,0.0,32567536.94117647,0,0,2,1,0,0,0,0,0
63,1397.5555555555557,2048.0,,,4.0,0.0,0.0,1383.5555555555557,45993.55555555556,1.0,0.0,0.0,63.333333333333336,6.0,20.0,1.0,50652,80,6643.666666666667,33.77777777777778,0.0,0.1477110385894775,9,12578,3,6,579,11999,3.814697265625e-06,0.0184638798236846,0.1352720260620117,0.0443190724569183,85152.74227376543,1,2,8,1,0,2,1,1,1
64,1258.6,2048.0,,,4.0,0.0,0.0,1244.6,9745.0,1.0,0.0,0.0,63.2,6.0,20.0,1.0,58390,80,8899.3,34.4,0.0,1.137495994567871,10,12586,4,6,587,11999,4.601478576660156e-05,0.1263884438408745,0.9989750385284424,0.3107229077285001,11064.654346129242,1,3,8,1,0,2,1,1,1
65,66.0,2048.0,,,4.0,0.0,0.0,52.0,3945.0,1.0,0.0,0.0,62.0,6.0,20.0,1.0,38428,80,281.0,32.0,1.0,5.0067901611328125e-06,3,198,3,0,198,0,9.5367431640625e-07,2.5033950805664062e-06,4.0531158447265625e-06,1.5497207641601562e-06,39546294.85714286,0,0,3,0,1,0,0,0,0
66,88.0,2048.0,,,4.0,0.0,0.0,74.0,27437.5,0.0,0.0,0.0,128.0,17.0,20.0,1.0,54789,53,,,1.0,0.000216007232666,4,352,2,2,160,192,4.792213439941406e-05,7.200241088867188e-05,0.000119924545288,3.388620599301279e-05,1629575.06401766,1,0,0,0,0,0,0,0,0
67,66.0,2048.0,,,4.0,0.0,0.0,52.0,32678.0,1.0,0.0,0.0,62.0,6.0,20.0,1.0,45174,80,355.4,32.0,1.0,0.0009970664978027,5,330,5,0,330,0,9.5367431640625e-07,0.0002492666244506,0.000990867614746,0.0004281652683312,330970.9038737446,0,0,5,0,1,0,0,0,0
68,72.5,2048.0,,,4.0,0.0,0.0,55.5,40125.5,1.0,0.0,0.0,46.0,6.0,20.0,1.0,443,52355,136.0,20.0,1.0,9.5367431640625e-07,2,145,2,0,145,0,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,0.0,152043520.0,0,0,2,1,0,1,0,0,0
69,63.0,2048.0,,,4.0,0.0,0.0,46.0,36975.0,1.0,0.0,0.0,63.0,6.0,20.0,1.0,80,57184,117.5,26.0,1.0,0.0138640403747558,2,126,1,1,66,60,0.0138640403747558,0.0138640403747558,0.0138640403747558,0.0,9088.259742046432,1,0,1,0,1,0,0,0,0
70,1397.4444444444443,2048.0,,,4.0,0.0,0.0,1383.4444444444443,39921.88888888889,1.0,0.0,0.0,63.333333333333336,6.0,20.0,1.0,41328,80,6643.666666666667,33.77777777777778,0.0,0.1450979709625244,9,12577,3,6,578,11999,4.0531158447265625e-06,0.0181372463703155,0.1317481994628906,0.0431488231780182,86679.3650977267,1,2,8,1,0,2,1,1,1
71,379.6666666666667,2048.0,,,4.0,0.0,0.0,363.6666666666667,36291.91666666666,1.0,0.0,0.0,95.91666666666669,6.0,20.0,1.0,53979,443,3264.0,22.0,1.0,0.7055540084838867,12,4556,7,5,766,3790,3.1948089599609375e-05,0.0641412734985351,0.3278038501739502,0.0958661624050559,6457.336993648515,1,2,11,1,0,4,1,1,1
72,60.0,2048.0,,,4.0,0.0,0.0,40.0,38570.0,1.0,0.0,0.0,50.0,6.0,20.0,1.0,443,60181,60.0,20.0,1.0,0.0,1,60,1,0,60,0,,,,,,0,0,1,1,0,0,0,0,0
73,1045.8461538461538,2048.0,,,4.0,0.0,0.0,1031.8461538461538,29927.07692307692,1.0,0.0,0.0,63.07692307692308,6.0,20.0,1.0,55268,80,6898.923076923077,33.84615384615385,0.0,16.59028196334839,13,13596,6,7,1531,12065,5.960464477539063e-06,1.382523496945699,16.031573057174683,4.417565738421259,819.5159087733758,1,3,11,1,0,4,1,1,1
74,129.2,2048.0,,,4.0,0.0,0.0,115.2,27726.83333333333,1.0,0.0,0.0,57.46666666666667,6.0,20.0,1.0,40812,80,5145.7,32.666666666666664,1.0,116.09923219680786,30,3876,16,14,2386,1490,0.0001440048217773,4.003421799889926,10.02399206161499,4.758202394604337,33.38523370619302,1,2,29,1,0,2,1,1,1
75,60.0,2048.0,,,4.0,0.0,0.0,40.0,21567.0,1.0,0.0,0.0,62.0,6.0,20.0,1.0,60252,80,0.0,20.0,1.0,0.0,1,60,1,0,60,0,,,,,,0,0,0,0,1,0,0,0,0
76,642.6142857142858,2048.0,,,4.0,0.0,0.0,628.6142857142858,11349.314285714288,1.0,0.0,0.0,150.9142857142857,6.0,20.0,1.0,44833,443,1161.0857142857142,32.22857142857143,0.0,116.08170199394226,70,44983,34,36,3172,41811,1.1920928955078125e-06,1.6823435071585835,10.02848219871521,3.6711204257512846,387.5115477058344,1,2,69,1,0,7,1,1,1
77,60.0,2048.0,,,4.0,0.0,0.0,40.0,32047.0,1.0,0.0,0.0,62.0,6.0,20.0,1.0,56478,80,0.0,20.0,1.0,0.0,1,60,1,0,60,0,,,,,,0,0,0,0,1,0,0,0,0
78,1563.625,2048.0,,,4.0,0.0,0.0,1549.625,29512.75,1.0,0.0,0.0,63.25,6.0,20.0,1.0,43256,80,7444.75,34.0,0.0,0.0296230316162109,8,12509,3,5,576,11933,5.960464477539063e-06,0.0042318616594587,0.017190933227539,0.0066999129179172,422272.7829502286,1,2,7,1,0,2,1,1,1
79,121.0,2048.0,,,4.0,0.0,0.0,107.0,12561.0,0.0,0.0,0.0,128.0,17.0,20.0,1.0,59250,53,,,1.0,0.0002050399780273,4,484,2,2,146,338,4.0531158447265625e-06,6.834665934244792e-05,0.0001511573791503,6.146587364575243e-05,2360515.274418605,1,0,0,0,0,0,0,0,0
80,85.0,2048.0,,,4.0,0.0,0.0,71.0,17726.5,0.0,0.0,0.0,128.0,17.0,20.0,1.0,51948,53,,,1.0,0.0238819122314453,4,340,2,2,154,186,2.86102294921875e-06,0.0079606374104817,0.0238759517669677,0.0112538267066077,14236.715917259004,1,0,0,0,0,0,0,0,0
81,66.0,2048.0,,,4.0,0.0,0.0,52.0,58230.5,1.0,0.0,0.0,62.0,6.0,20.0,1.0,60644,80,274.0,32.0,1.0,0.0009858608245849,2,132,2,0,132,0,0.0009858608245849,0.0009858608245849,0.0009858608245849,0.0,133893.13857315597,0,0,2,1,0,0,0,0,0
82,66.0,2048.0,,,4.0,0.0,0.0,52.0,47847.5,1.0,0.0,0.0,62.0,6.0,20.0,1.0,60044,80,274.0,32.0,1.0,4.0531158447265625e-06,2,132,2,0,132,0,4.0531158447265625e-06,4.0531158447265625e-06,4.0531158447265625e-06,0.0,32567536.94117647,0,0,2,1,0,0,0,0,0
83,60.0,2048.0,,,4.0,0.0,0.0,40.0,43381.0,1.0,0.0,0.0,62.0,6.0,20.0,1.0,60912,80,0.0,20.0,1.0,0.0,1,60,1,0,60,0,,,,,,0,0,0,0,1,0,0,0,0
84,647.6279069767442,2048.0,,,4.0,0.0,0.0,631.4883720930233,29568.53488372093,1.0,0.0,0.0,187.093023255814,6.0,20.0,1.0,15979,443,39810.32558139535,22.13953488372093,0.0,49.04409909248352,43,27848,20,23,14561,13287,2.86102294921875e-06,1.1677166450591314,10.00851321220398,2.97793510019402,567.8155071721559,1,2,42,0,1,19,1,1,1
