,flow_id,timestamp,src_ip,dst_ip,src_port,dst_port,flow_packet_count,flow_duration,label,original_label,predicted_label,attack_probability
61,FLOW_489176,1499262870.341378,172.16.0.1,192.168.10.50,56104,80,1,0.0,1,DoS Hulk,1,1.0
62,FLOW_492010,1499262871.25435,172.16.0.1,192.168.10.50,57616,80,2,4.0531158447265625e-06,1,DoS Hulk,1,1.0
63,FLOW_431756,1499262754.64566,172.16.0.1,192.168.10.50,50652,80,9,0.1477110385894775,1,DoS Hulk,1,1.0
64,FLOW_493146,1499262871.590318,172.16.0.1,192.168.10.50,58390,80,10,1.137495994567871,1,DoS Hulk,1,1.0
65,FLOW_507223,1499262904.363427,172.16.0.1,192.168.10.50,38428,80,3,5.0067901611328125e-06,1,DoS Hulk,1,1.0
66,FLOW_734604,1499265314.012986,192.168.10.9,192.168.10.3,54789,53,4,0.000216007232666,0,BENIGN,0,0.0
67,FLOW_376709,1499262637.983955,172.16.0.1,192.168.10.50,45174,80,5,0.0009970664978027,1,DoS Hulk,1,1.0
68,FLOW_687457,1499263315.257148,199.59.148.85,192.168.10.8,443,52355,2,9.5367431640625e-07,0,BENIGN,0,0.0
69,FLOW_209476,1499262305.831496,192.168.10.50,172.16.0.1,80,57184,2,0.0138640403747558,1,DoS Hulk,1,1.0
70,FLOW_615397,1499263106.274695,172.16.0.1,192.168.10.50,41328,80,9,0.1450979709625244,1,DoS Hulk,1,1.0
71,FLOW_936559,1499278113.2394,192.168.10.5,162.208.20.178,53979,443,12,0.7055540084838867,0,BENIGN,0,0.0
72,FLOW_974286,1499278820.933525,162.208.22.34,192.168.10.5,443,60181,1,0.0,0,BENIGN,0,0.0
73,FLOW_493438,1499262871.669329,172.16.0.1,192.168.10.50,55268,80,13,16.59028196334839,1,DoS Hulk,1,1.0
74,FLOW_060855,1499258745.292667,192.168.10.51,204.11.109.65,40812,80,30,116.09923219680786,0,BENIGN,0,0.0
75,FLOW_593705,1499263071.11471,172.16.0.1,192.168.10.50,60252,80,1,0.0,1,DoS Hulk,1,0.925
76,FLOW_729042,1499264850.679647,192.168.10.17,35.165.206.251,44833,443,70,116.08170199394226,0,BENIGN,0,0.0
77,FLOW_489891,1499262870.563381,172.16.0.1,192.168.10.50,56478,80,1,0.0,1,DoS Hulk,1,1.0
78,FLOW_612666,1499263105.416733,172.16.0.1,192.168.10.50,43256,80,8,0.0296230316162109,1,DoS Hulk,1,1.0
79,FLOW_975019,1499278845.076511,192.168.10.5,192.168.10.3,59250,53,4,0.0002050399780273,0,BENIGN,0,0.0
80,FLOW_919667,1499277072.551953,192.168.10.14,192.168.10.3,51948,53,4,0.0238819122314453,0,BENIGN,0,0.0
81,FLOW_308803,1499262504.556739,172.16.0.1,192.168.10.50,60644,80,2,0.0009858608245849,1,DoS Hulk,1,1.0
82,FLOW_400927,1499262688.430532,172.16.0.1,192.168.10.50,60044,80,2,4.0531158447265625e-06,1,DoS Hulk,1,1.0
83,FLOW_215089,1499262321.149914,172.16.0.1,192.168.10.50,60912,80,1,0.0,1,DoS Hulk,1,1.0
84,FLOW_094545,1499260049.145416,192.168.10.9,8.43.72.21,15979,443,43,49.04409909248352,0,BENIGN,0,0.0
85,FLOW_481344,1499262854.303851,172.16.0.1,192.168.10.50,51558,80,9,0.1536471843719482,1,DoS Hulk,1,0.96
86,FLOW_953888,1499278412.172046,192.168.10.5,162.208.22.34,56704,443,13,0.5993521213531494,0,BENIGN,0,0.0
87,FLOW_1000406,1499280184.818812,192.168.10.9,178.255.83.1,22732,80,2,0.0651290416717529,0,BENIGN,0,0.0
88,FLOW_736497,1499265445.647282,192.168.10.3,192.168.10.1,61890,53,2,0.0600221157073974,0,BENIGN,0,0.0
89,FLOW_935734,1499278088.809269,162.208.20.178,192.168.10.5,443,53762,1,0.0,0,BENIGN,0,0.0
90,FLOW_748964,1499266146.805391,192.168.10.15,23.23.199.129,55670,80,2,0.0005919933319091,0,BENIGN,0,0.0
91,FLOW_639192,1499263155.636319,172.16.0.1,192.168.10.50,58358,80,9,0.0625510215759277,1,DoS Hulk,1,0.985
92,FLOW_473949,1499262837.27632,172.16.0.1,192.168.10.50,47238,80,9,0.0044639110565185,1,DoS Hulk,1,1.0
93,FLOW_780640,1499268645.849012,192.168.10.16,72.21.91.29,58704,80,36,120.63855218887328,0,BENIGN,0,0.0
94,FLOW_865168,1499274791.862034,192.168.10.12,198.8.70.212,33866,443,1,0.0,0,BENIGN,0,0.0
95,FLOW_023564,1499256500.68148,192.168.10.51,182.253.240.30,36864,443,1,0.0,0,BENIGN,0,0.0
96,FLOW_816685,1499272057.157712,192.168.10.17,207.109.221.139,43348,80,34,115.22093510627748,0,BENIGN,0,0.0
97,FLOW_307906,1499262504.290741,192.168.10.50,172.16.0.1,80,57266,2,0.0109689235687255,1,DoS Hulk,1,1.0
98,FLOW_893603,1499275907.362076,192.168.10.8,192.229.211.40,57337,80,1,0.0,0,BENIGN,0,0.0
99,FLOW_972048,1499278775.079565,192.168.10.5,162.208.20.178,59766,443,2,0.1058909893035888,0,BENIGN,0,0.0
100,FLOW_526293,1499262939.049441,172.16.0.1,192.168.10.50,49340,80,1,0.0,1,DoS Hulk,1,0.78
101,FLOW_010716,1499255689.278898,50.63.243.230,192.168.10.5,80,49719,1,0.0,0,BENIGN,0,0.0
102,FLOW_987529,1499279379.045915,192.168.10.19,192.168.10.3,15317,53,4,0.0616512298583984,0,BENIGN,0,0.0
103,FLOW_517891,1499262921.579945,172.16.0.1,192.168.10.50,44634,80,2,0.0010139942169189,1,DoS Hulk,1,1.0
104,FLOW_218977,1499262322.500884,172.16.0.1,192.168.10.50,33330,80,1,0.0,1,DoS Hulk,1,1.0
105,FLOW_940619,1499278188.257974,192.168.10.5,162.208.20.178,54704,443,10,0.2919290065765381,0,BENIGN,0,0.0
106,FLOW_659993,1499263190.479339,172.16.0.1,192.168.10.50,42118,80,11,0.3777081966400146,1,DoS Hulk,1,0.99
107,FLOW_142427,1499261778.556115,192.168.10.15,50.63.243.230,53502,80,1,0.0,0,BENIGN,0,0.0
108,FLOW_984533,1499279164.20407,27.0.236.148,192.168.10.19,80,56182,1,0.0,0,BENIGN,0,0.0
109,FLOW_650682,1499263173.813796,172.16.0.1,192.168.10.50,36424,80,3,9.5367431640625e-07,1,DoS Hulk,1,1.0
110,FLOW_758519,1499266570.214528,192.168.10.3,192.168.10.1,62044,53,2,0.0619130134582519,0,BENIGN,0,0.0
111,FLOW_086143,1499259748.363261,192.168.10.16,52.84.26.128,59890,443,16,5.778520107269287,0,BENIGN,0,0.0
112,FLOW_280840,1499262453.92015,172.16.0.1,192.168.10.50,43950,80,10,0.0436408519744873,1,DoS Hulk,1,0.92
113,FLOW_389906,1499262670.708984,172.16.0.1,192.168.10.50,51426,80,1,0.0,1,DoS Hulk,1,1.0
114,FLOW_365326,1499262621.101431,172.16.0.1,192.168.10.50,38216,80,2,4.0531158447265625e-06,1,DoS Hulk,1,1.0
115,FLOW_1026616,1499282098.581323,192.168.10.12,50.17.250.36,47354,443,1,0.0,0,BENIGN,0,0.0
116,FLOW_1003491,1499280373.36325,192.168.10.12,192.168.10.3,44253,53,4,0.0001800060272216,0,BENIGN,0,0.0
117,FLOW_138432,1499261610.266775,172.16.0.1,192.168.10.50,49582,80,7,63.14266514778137,1,DoS Slowhttptest,1,1.0
118,FLOW_190393,1499262271.423331,172.16.0.1,192.168.10.50,45742,80,1,0.0,1,DoS Hulk,1,0.64
119,FLOW_319229,1499262522.637202,172.16.0.1,192.168.10.50,38514,80,5,0.0010149478912353,1,DoS Hulk,1,0.99
120,FLOW_901402,1499276145.421027,192.168.10.3,192.168.10.1,61886,53,2,0.0607271194458007,0,BENIGN,0,0.0
121,FLOW_1054011,1499283876.219272,192.168.10.8,192.168.10.3,51493,53,4,0.0717711448669433,0,BENIGN,0,0.0
122,FLOW_1047924,1499283542.175249,192.168.10.25,104.97.73.5,53600,443,1,0.0,0,BENIGN,0,0.0
123,FLOW_759942,1499266652.948288,192.168.10.17,23.50.75.27,52494,80,4,5.713233947753906,0,BENIGN,0,0.0
124,FLOW_724254,1499264509.535645,192.168.10.15,192.168.10.3,54664,53,4,0.0001769065856933,0,BENIGN,0,0.0
125,FLOW_438119,1499262770.823253,192.168.10.50,172.16.0.1,80,54718,2,0.0099611282348632,1,DoS Hulk,1,1.0
126,FLOW_638007,1499263155.247278,172.16.0.1,192.168.10.50,57624,80,10,0.0517959594726562,1,DoS Hulk,1,1.0
127,FLOW_498120,1499262887.837041,192.168.10.50,172.16.0.1,80,60882,2,0.0108561515808105,1,DoS Hulk,1,1.0
128,FLOW_000616,1499255054.870799,192.168.10.12,192.168.10.3,64403,53,4,0.0002150535583496,0,BENIGN,0,0.0
129,FLOW_678562,1499263224.482371,172.16.0.1,192.168.10.50,52412,80,3,0.0009779930114746,1,DoS Hulk,1,1.0
130,FLOW_125571,1499261157.986048,172.16.0.1,192.168.10.50,37256,80,1,0.0,1,DoS Slowhttptest,1,1.0
131,FLOW_073339,1499259228.367767,172.217.7.4,192.168.10.14,80,50585,1,0.0,0,BENIGN,0,0.0
132,FLOW_660167,1499263190.541334,172.16.0.1,192.168.10.50,41930,80,5,0.0019760131835937,1,DoS Hulk,1,1.0
133,FLOW_024052,1499256566.961509,192.168.10.3,192.168.10.1,61641,53,2,0.0235309600830078,0,BENIGN,0,0.0
134,FLOW_106421,1499260542.705505,172.16.0.1,192.168.10.50,35214,80,7,63.13228511810303,1,DoS Slowhttptest,1,1.0
135,FLOW_531365,1499262942.285795,192.168.10.50,172.16.0.1,80,49866,1,0.0,1,DoS Hulk,1,0.97
136,FLOW_221367,1499262336.647872,172.16.0.1,192.168.10.50,36220,80,9,0.0050230026245117,1,DoS Hulk,1,1.0
137,FLOW_1062869,1499284429.469764,192.168.10.19,192.168.10.3,26616,53,4,0.0492699146270751,0,BENIGN,0,0.0
138,FLOW_104373,1499260510.081183,192.168.10.17,192.168.10.255,138,138,13,2.5987625122070312e-05,0,BENIGN,0,0.0
139,FLOW_365376,1499262621.114436,172.16.0.1,192.168.10.50,38234,80,2,3.0994415283203125e-06,1,DoS Hulk,1,0.995
140,FLOW_038349,1499257401.135553,192.168.10.14,192.168.10.3,59468,53,4,0.0001590251922607,0,BENIGN,0,0.0
141,FLOW_1016036,1499281512.726534,192.168.10.17,192.168.10.3,30982,53,4,0.0619120597839355,0,BENIGN,0,0.0
142,FLOW_312785,1499262520.503288,172.16.0.1,192.168.10.50,34942,80,1,0.0,1,DoS Hulk,1,1.0
143,FLOW_897243,1499275966.718484,192.168.10.8,68.67.178.137,57703,443,2,0.0321910381317138,0,BENIGN,0,0.0
144,FLOW_374012,1499262637.186984,172.16.0.1,192.168.10.50,43898,80,3,0.0009939670562744,1,DoS Hulk,1,1.0
145,FLOW_714597,1499264263.140115,192.168.10.12,205.185.216.10,49874,443,23,10.090520858764648,0,BENIGN,0,0.0
146,FLOW_826249,1499272614.707182,172.217.10.238,192.168.10.12,80,50978,1,0.0,0,BENIGN,0,0.0
147,FLOW_090334,1499259890.671956,192.168.10.8,172.217.9.234,51147,443,45,197.2353570461273,0,BENIGN,0,0.0
148,FLOW_705619,1499263960.201939,192.168.10.14,204.11.109.68,52724,443,42,119.91049098968506,0,BENIGN,0,0.0
149,FLOW_569616,1499263022.21506,172.16.0.1,192.168.10.50,46606,80,9,0.1475410461425781,1,DoS Hulk,1,0.995
150,FLOW_322058,1499262537.226776,172.16.0.1,192.168.10.50,40974,80,2,4.8160552978515625e-05,1,DoS Hulk,1,1.0
151,FLOW_344127,1499262584.635624,192.168.10.51,192.168.10.50,42246,22,1,0.0,0,BENIGN,0,0.0
152,FLOW_086074,1499259746.744633,192.168.10.50,192.168.10.15,22,50697,1,0.0,0,BENIGN,0,0.0
153,FLOW_839338,1499273442.08014,192.168.10.19,23.4.43.27,51144,80,15,22.146617889404297,0,BENIGN,0,0.0
154,FLOW_435268,1499262755.79758,172.16.0.1,192.168.10.50,52502,80,1,0.0,1,DoS Hulk,1,1.0
155,FLOW_124648,1499261129.096299,192.168.10.12,68.67.178.111,35166,80,1,0.0,0,BENIGN,0,0.0
156,FLOW_313915,1499262520.864237,172.16.0.1,192.168.10.50,35588,80,2,4.982948303222656e-05,1,DoS Hulk,1,0.985
157,FLOW_285400,1499262455.353138,172.16.0.1,192.168.10.50,46276,80,1,0.0,1,DoS Hulk,1,1.0
158,FLOW_448863,1499262787.703725,172.16.0.1,192.168.10.50,33028,80,10,1.0984508991241455,1,DoS Hulk,1,0.985
159,FLOW_884685,1499275746.542733,74.120.148.201,192.168.10.16,443,48842,1,0.0,0,BENIGN,0,0.0
160,FLOW_694492,1499263733.966647,192.168.10.8,159.127.42.76,52580,443,13,6.001414060592651,0,BENIGN,0,0.0
161,FLOW_251380,1499262389.020019,172.16.0.1,192.168.10.50,53926,80,4,6.9141387939453125e-06,1,DoS Hulk,1,0.995
162,FLOW_566590,1499263021.297103,172.16.0.1,192.168.10.50,44832,80,6,0.0019969940185546,1,DoS Hulk,1,0.9999909173478656
163,FLOW_743758,1499265928.036818,192.168.10.9,42.56.79.31,17618,443,1,0.0,0,BENIGN,0,0.0
164,FLOW_483463,1499262855.0158,172.16.0.1,192.168.10.50,50582,80,5,0.0010099411010742,1,DoS Hulk,1,1.0
165,FLOW_439975,1499262771.35821,172.16.0.1,192.168.10.50,55450,80,1,0.0,1,DoS Hulk,1,1.0
166,FLOW_694580,1499263734.283343,192.168.10.8,199.187.193.1,52595,443,13,5.684621810913086,0,BENIGN,0,0.0
167,FLOW_1004231,1499280475.601587,192.168.10.12,54.192.48.232,60404,443,1,0.0,0,BENIGN,0,0.0
168,FLOW_288640,1499262469.843712,172.16.0.1,192.168.10.50,48652,80,9,0.0065739154815673,1,DoS Hulk,1,0.99
169,FLOW_699361,1499263867.42582,192.168.10.16,192.168.10.3,3435,53,4,0.0002539157867431,0,BENIGN,0,0.0
170,FLOW_339392,1499262571.068846,172.16.0.1,192.168.10.50,50944,80,2,9.5367431640625e-07,1,DoS Hulk,1,1.0
171,FLOW_349052,1499262587.737396,172.16.0.1,192.168.10.50,57502,80,11,1.0836141109466553,1,DoS Hulk,1,1.0
172,FLOW_749852,1499266176.006056,192.168.10.14,192.168.10.3,53350,53,4,0.0001919269561767,0,BENIGN,0,0.0
173,FLOW_480596,1499262854.069874,172.16.0.1,192.168.10.50,50884,80,2,4.0531158447265625e-06,1,DoS Hulk,1,1.0
174,FLOW_008520,1499255596.481297,192.168.10.5,152.163.66.131,49488,443,1,0.0,0,BENIGN,0,0.0
175,FLOW_615757,1499263106.390711,172.16.0.1,192.168.10.50,41316,80,1,0.0,1,DoS Hulk,1,1.0
176,FLOW_805487,1499271447.884331,192.168.10.51,169.55.165.137,46297,443,2,0.0001380443572998,0,BENIGN,0,0.0
177,FLOW_879716,1499275505.051726,192.168.10.3,192.168.10.1,60906,53,2,0.1346709728240966,0,BENIGN,0,0.0
178,FLOW_179097,1499262254.132805,172.16.0.1,192.168.10.50,37820,80,2,9.5367431640625e-07,1,DoS Hulk,1,0.995
179,FLOW_640216,1499263155.944299,172.16.0.1,192.168.10.50,55950,80,1,0.0,1,DoS Hulk,1,1.0
180,FLOW_327366,1499262538.894749,172.16.0.1,192.168.10.50,43864,80,2,4.0531158447265625e-06,1,DoS Hulk,1,1.0
181,FLOW_158437,1499262204.70427,192.168.10.50,172.16.0.1,80,54242,2,0.0138912200927734,1,DoS Hulk,1,1.0
182,FLOW_1030946,1499282321.112801,192.168.10.17,172.217.10.2,46301,443,11,5.066617012023926,0,BENIGN,0,0.0
183,FLOW_986344,1499279268.742132,192.168.10.25,192.168.10.3,55576,53,4,0.0612311363220214,0,BENIGN,0,0.0
184,FLOW_139813,1499261659.649558,172.16.0.1,192.168.10.50,50634,80,1,0.0,1,DoS Slowhttptest,1,1.0
185,FLOW_393718,1499262671.91996,172.16.0.1,192.168.10.50,55844,80,8,0.1414539813995361,1,DoS Hulk,1,1.0
186,FLOW_095133,1499260052.498225,192.168.10.9,192.168.10.3,61848,53,4,0.0009479522705078,0,BENIGN,0,0.0
187,FLOW_725202,1499264524.504541,23.77.88.53,192.168.10.25,443,51038,2,4.0531158447265625e-06,0,BENIGN,0,0.0
188,FLOW_363768,1499262620.621421,172.16.0.1,192.168.10.50,35976,80,2,1.9073486328125e-06,1,DoS Hulk,1,1.0
189,FLOW_130786,1499261303.854221,192.168.10.12,23.67.1.76,44104,443,1,0.0,0,BENIGN,0,0.0
190,FLOW_812612,1499271796.601939,151.101.20.68,192.168.10.9,443,18804,2,0.0001051425933837,0,BENIGN,0,0.0
191,FLOW_063071,1499258826.297443,192.168.10.17,52.45.94.235,53807,80,18,61.04536318778992,0,BENIGN,0,0.0
192,FLOW_684303,1499263241.705874,172.16.0.1,192.168.10.50,57364,80,9,0.21340012550354,1,DoS Hulk,1,1.0
193,FLOW_348364,1499262587.560396,172.16.0.1,192.168.10.50,54320,80,9,0.1525831222534179,1,DoS Hulk,1,0.995
194,FLOW_059480,1499258621.203588,192.168.10.17,104.16.52.4,46483,80,4,5.020354986190796,0,BENIGN,0,0.0
195,FLOW_275558,1499262438.474589,172.16.0.1,192.168.10.50,40608,80,10,0.3565428256988525,1,DoS Hulk,1,1.0
196,FLOW_356288,1499262603.880927,172.16.0.1,192.168.10.50,32792,80,3,0.0009868144989013,1,DoS Hulk,1,0.87
197,FLOW_1042904,1499283126.408018,192.168.10.50,192.168.10.5,22,61172,1,0.0,0,BENIGN,0,0.0
198,FLOW_419289,1499262722.509553,172.16.0.1,192.168.10.50,42898,80,1,0.0,1,DoS Hulk,1,1.0
199,FLOW_665603,1499263206.024886,172.16.0.1,192.168.10.50,45224,80,9,0.1465811729431152,1,DoS Hulk,1,1.0
200,FLOW_971540,1499278768.044842,192.168.10.5,162.208.20.178,59667,443,12,0.2158839702606201,0,BENIGN,0,0.0
201,FLOW_858958,1499274545.818888,192.168.10.9,216.58.219.238,19800,80,4,5.25229811668396,0,BENIGN,0,0.0
202,FLOW_182443,1499262255.314783,172.16.0.1,192.168.10.50,41088,80,10,0.3944449424743652,1,DoS Hulk,1,1.0
203,FLOW_584266,1499263054.774155,172.16.0.1,192.168.10.50,54706,80,1,0.0,1,DoS Hulk,1,0.995
204,FLOW_368102,1499262622.000417,172.16.0.1,192.168.10.50,40180,80,10,0.3624670505523681,1,DoS Hulk,1,1.0
205,FLOW_504925,1499262890.337868,172.16.0.1,192.168.10.50,35742,80,2,5.412101745605469e-05,1,DoS Hulk,1,0.91
206,FLOW_995974,1499279754.580502,192.168.10.12,209.15.36.32,59194,443,15,5.18101692199707,0,BENIGN,0,0.0
207,FLOW_867763,1499274890.221606,192.168.10.12,72.5.205.60,41502,443,1,0.0,0,BENIGN,0,0.0
208,FLOW_617357,1499263106.922767,192.168.10.50,172.16.0.1,80,45564,2,0.016921043395996,1,DoS Hulk,1,1.0
209,FLOW_578890,1499263039.20363,172.16.0.1,192.168.10.50,49528,80,10,16.044996976852417,1,DoS Hulk,1,1.0
210,FLOW_698280,1499263851.365736,172.16.0.1,192.168.10.50,60226,80,14,18.53254008293152,1,DoS GoldenEye,1,0.915
211,FLOW_663227,1499263205.193899,172.16.0.1,192.168.10.50,43954,80,2,3.0994415283203125e-06,1,DoS Hulk,1,1.0
212,FLOW_280691,1499262453.873116,172.16.0.1,192.168.10.50,43764,80,1,0.0,1,DoS Hulk,1,0.995
213,FLOW_109103,1499260583.191014,192.168.10.3,192.168.10.1,62326,53,2,0.0590848922729492,0,BENIGN,0,0.0
214,FLOW_232956,1499262354.942964,172.16.0.1,192.168.10.50,43116,80,9,0.1445229053497314,1,DoS Hulk,1,1.0
215,FLOW_302320,1499262488.90518,172.16.0.1,192.168.10.50,56862,80,9,0.1515200138092041,1,DoS Hulk,1,0.98
