flow_id,baseline_label,baseline_original_label,baseline_predicted_label,baseline_attack_probability,baseline_status,baseline_correct,current_label,current_original_label,current_predicted_label,current_attack_probability,current_status,current_correct,transition,baseline_result,current_result,traffic_class,persistent_fn,baseline_fn_repaired,current_only_fn,persistent_fp,baseline_fp_repaired,current_only_fp
FLOW_155696,0,BENIGN,1,0.69,FP,False,0,BENIGN,1,0.605,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_155306,0,BENIGN,1,0.795,FP,False,0,BENIGN,1,0.835,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_155741,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_156264,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_155998,0,BENIGN,1,0.98,FP,False,0,BENIGN,1,0.975,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_155918,0,BENIGN,1,0.985,FP,False,0,BENIGN,1,0.97,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_159356,0,BENIGN,1,0.735,FP,False,0,BENIGN,1,0.64,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_168274,0,BENIGN,1,0.975,FP,False,0,BENIGN,1,0.97,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_168275,0,BENIGN,1,0.715,FP,False,0,BENIGN,1,0.68,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_169744,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,0.995,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_169872,0,BENIGN,1,0.525,FP,False,0,BENIGN,1,0.59,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_171489,0,BENIGN,1,0.84,FP,False,0,BENIGN,1,0.81,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_171491,0,BENIGN,1,0.805,FP,False,0,BENIGN,1,0.78,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_171631,0,BENIGN,1,0.61,FP,False,0,BENIGN,1,0.575,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_172943,0,BENIGN,1,0.95,FP,False,0,BENIGN,1,0.92,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_173014,0,BENIGN,1,0.995,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_173020,0,BENIGN,1,0.99,FP,False,0,BENIGN,1,0.99,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_173159,0,BENIGN,1,0.865,FP,False,0,BENIGN,1,0.84,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_173666,0,BENIGN,1,0.85,FP,False,0,BENIGN,1,0.765,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_173785,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,0.985,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_174130,0,BENIGN,1,0.985,FP,False,0,BENIGN,1,0.965,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_173149,0,BENIGN,1,0.885,FP,False,0,BENIGN,1,0.875,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_172890,0,BENIGN,1,0.605,FP,False,0,BENIGN,1,0.52,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_175569,0,BENIGN,1,0.67,FP,False,0,BENIGN,1,0.62,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_175660,0,BENIGN,1,0.72,FP,False,0,BENIGN,1,0.705,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_176015,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_176056,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_173016,0,BENIGN,1,0.945,FP,False,0,BENIGN,1,0.94,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_173018,0,BENIGN,1,0.955,FP,False,0,BENIGN,1,0.97,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_173161,0,BENIGN,1,0.97,FP,False,0,BENIGN,1,0.99,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_176170,0,BENIGN,1,0.765,FP,False,0,BENIGN,1,0.79,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_176502,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,0.995,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_176679,0,BENIGN,1,0.985,FP,False,0,BENIGN,1,0.975,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_176707,0,BENIGN,1,0.98,FP,False,0,BENIGN,1,0.985,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_176782,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,0.995,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_177468,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_177474,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_177963,0,BENIGN,1,0.62,FP,False,0,BENIGN,1,0.62,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_177964,0,BENIGN,1,0.925,FP,False,0,BENIGN,1,0.95,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_173086,0,BENIGN,1,0.68,FP,False,0,BENIGN,1,0.615,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_173082,0,BENIGN,1,0.7,FP,False,0,BENIGN,1,0.665,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_180776,0,BENIGN,1,0.79,FP,False,0,BENIGN,1,0.81,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_181188,0,BENIGN,1,0.575,FP,False,0,BENIGN,1,0.55,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_181453,0,BENIGN,1,0.97,FP,False,0,BENIGN,1,0.96,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_181894,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,0.9999785867237688,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_182511,0,BENIGN,1,0.845,FP,False,0,BENIGN,1,0.915,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_181910,0,BENIGN,1,0.995,FP,False,0,BENIGN,1,0.995,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_183968,0,BENIGN,1,0.98,FP,False,0,BENIGN,1,0.99,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_185082,0,BENIGN,1,0.995,FP,False,0,BENIGN,1,0.995,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_185857,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_185492,0,BENIGN,1,0.9,FP,False,0,BENIGN,1,0.89,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_185219,0,BENIGN,1,0.86,FP,False,0,BENIGN,1,0.885,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_187022,0,BENIGN,1,0.605,FP,False,0,BENIGN,1,0.75,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_187055,0,BENIGN,1,0.695,FP,False,0,BENIGN,1,0.68,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_188019,0,BENIGN,1,0.87,FP,False,0,BENIGN,1,0.845,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_189022,0,BENIGN,1,0.86,FP,False,0,BENIGN,1,0.855,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_189743,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_190334,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,0.995,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_191762,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_191334,0,BENIGN,1,0.935,FP,False,0,BENIGN,1,0.925,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_191935,0,BENIGN,1,0.705,FP,False,0,BENIGN,1,0.595,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_192487,0,BENIGN,1,0.89,FP,False,0,BENIGN,1,0.85,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_193018,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_192726,0,BENIGN,1,0.965,FP,False,0,BENIGN,1,0.98,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_193196,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_193327,0,BENIGN,1,0.795,FP,False,0,BENIGN,1,0.745,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_192301,0,BENIGN,1,0.985,FP,False,0,BENIGN,1,0.99,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_194065,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_195228,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,0.98,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_195293,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_195863,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_195881,0,BENIGN,1,0.99,FP,False,0,BENIGN,1,0.99,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_195922,0,BENIGN,1,0.99,FP,False,0,BENIGN,1,0.985,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_196540,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,0.995,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_197086,0,BENIGN,1,0.995,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_197155,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_197820,0,BENIGN,1,0.98,FP,False,0,BENIGN,1,0.99,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_197965,0,BENIGN,1,0.99,FP,False,0,BENIGN,1,0.995,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_197935,0,BENIGN,1,0.965,FP,False,0,BENIGN,1,0.975,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_198004,0,BENIGN,1,0.99,FP,False,0,BENIGN,1,0.985,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_198408,0,BENIGN,1,0.715,FP,False,0,BENIGN,1,0.705,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_194798,0,BENIGN,1,0.635,FP,False,0,BENIGN,1,0.52,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_200270,0,BENIGN,1,0.75,FP,False,0,BENIGN,1,0.705,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_201384,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_200472,0,BENIGN,1,0.995,FP,False,0,BENIGN,1,0.995,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_201137,0,BENIGN,1,0.985,FP,False,0,BENIGN,1,0.98,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_203460,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,0.995,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_204354,0,BENIGN,1,0.645,FP,False,0,BENIGN,1,0.705,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_208436,0,BENIGN,1,0.995,FP,False,0,BENIGN,1,0.995,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_208474,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_208100,0,BENIGN,1,0.96,FP,False,0,BENIGN,1,0.965,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_207543,0,BENIGN,1,0.995,FP,False,0,BENIGN,1,0.99,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_209699,0,BENIGN,1,0.96,FP,False,0,BENIGN,1,0.945,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_210127,0,BENIGN,1,0.925,FP,False,0,BENIGN,1,0.935,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_210130,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_210136,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_210740,0,BENIGN,1,0.665,FP,False,0,BENIGN,1,0.7,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_208701,0,BENIGN,1,0.995,FP,False,0,BENIGN,1,0.99,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_209139,0,BENIGN,1,0.98,FP,False,0,BENIGN,1,0.985,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_209141,0,BENIGN,1,0.915,FP,False,0,BENIGN,1,0.94,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_204961,0,BENIGN,1,0.995,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_218566,0,BENIGN,1,0.995,FP,False,0,BENIGN,1,0.995,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_222382,0,BENIGN,1,0.83,FP,False,0,BENIGN,1,0.785,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_222398,0,BENIGN,1,0.625,FP,False,0,BENIGN,1,0.595,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_223601,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_223757,0,BENIGN,1,0.995,FP,False,0,BENIGN,1,0.985,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_225092,0,BENIGN,1,0.74,FP,False,0,BENIGN,1,0.74,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_225099,0,BENIGN,1,0.74,FP,False,0,BENIGN,1,0.74,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_225865,0,BENIGN,1,0.67,FP,False,0,BENIGN,1,0.55,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_226170,0,BENIGN,1,0.995,FP,False,0,BENIGN,1,0.99,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_224229,0,BENIGN,1,0.97,FP,False,0,BENIGN,1,0.97,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_224227,0,BENIGN,1,0.96,FP,False,0,BENIGN,1,0.965,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_232705,0,BENIGN,1,0.755,FP,False,0,BENIGN,1,0.69,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_232706,0,BENIGN,1,0.755,FP,False,0,BENIGN,1,0.69,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_232895,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_233608,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_238375,0,BENIGN,1,0.76,FP,False,0,BENIGN,1,0.67,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_241755,0,BENIGN,1,0.975,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_241798,0,BENIGN,1,0.895,FP,False,0,BENIGN,1,0.95,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_243153,0,BENIGN,1,0.995,FP,False,0,BENIGN,1,0.985,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_244335,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_244359,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_242599,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,0.995,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_244205,0,BENIGN,1,0.765,FP,False,0,BENIGN,1,0.71,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_250759,0,BENIGN,1,0.785,FP,False,0,BENIGN,1,0.735,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_251117,0,BENIGN,1,0.99,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_252912,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_255182,0,BENIGN,1,0.99,FP,False,0,BENIGN,1,0.985,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_257301,0,BENIGN,1,0.99,FP,False,0,BENIGN,1,0.965,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_258790,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,0.995,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_259168,0,BENIGN,1,0.92,FP,False,0,BENIGN,1,0.925,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_262796,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,0.99,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_262865,0,BENIGN,1,1.0,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_262869,0,BENIGN,1,0.705,FP,False,0,BENIGN,1,0.66,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_263389,0,BENIGN,1,0.985,FP,False,0,BENIGN,1,0.995,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_263401,0,BENIGN,1,0.985,FP,False,0,BENIGN,1,0.995,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_263411,0,BENIGN,1,0.555,FP,False,0,BENIGN,1,0.575,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_265850,0,BENIGN,1,0.995,FP,False,0,BENIGN,1,1.0,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_266758,0,BENIGN,1,0.62,FP,False,0,BENIGN,1,0.6,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_267875,0,BENIGN,1,0.635,FP,False,0,BENIGN,1,0.525,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_270898,0,BENIGN,1,0.995,FP,False,0,BENIGN,1,0.995,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_272606,0,BENIGN,1,0.72,FP,False,0,BENIGN,1,0.68,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
FLOW_274779,0,BENIGN,1,0.605,FP,False,0,BENIGN,1,0.58,FP,False,FP -> FP,FP,FP,Benign,False,False,False,True,False,False
