flow_id,baseline_label,baseline_original_label,baseline_predicted_label,baseline_attack_probability,baseline_status,baseline_correct,current_label,current_original_label,current_predicted_label,current_attack_probability,current_status,current_correct,transition,baseline_result,current_result,traffic_class,persistent_fn,baseline_fn_repaired,current_only_fn,persistent_fp,baseline_fp_repaired,current_only_fp
FLOW_117142,0,BENIGN,0,0.03,TN,True,0,BENIGN,1,0.995,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_167796,0,BENIGN,0,0.475,TN,True,0,BENIGN,1,0.52,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_198641,0,BENIGN,0,0.5,TN,True,0,BENIGN,1,0.54,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_250326,0,BENIGN,0,0.445,TN,True,0,BENIGN,1,0.515,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_454304,0,BENIGN,0,0.445,TN,True,0,BENIGN,1,0.735,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_454329,0,BENIGN,0,0.37,TN,True,0,BENIGN,1,0.535,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_467133,0,BENIGN,0,0.495,TN,True,0,BENIGN,1,0.54,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_525090,0,BENIGN,0,0.47,TN,True,0,BENIGN,1,0.525,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_526117,0,BENIGN,0,0.44,TN,True,0,BENIGN,1,0.55,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_565947,0,BENIGN,0,0.0,TN,True,0,BENIGN,1,0.51,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_625877,0,BENIGN,0,0.45,TN,True,0,BENIGN,1,0.655,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_665001,0,BENIGN,0,0.4,TN,True,0,BENIGN,1,0.525,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_667982,0,BENIGN,0,0.46,TN,True,0,BENIGN,1,0.71,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_685203,0,BENIGN,0,0.035,TN,True,0,BENIGN,1,0.74,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_696326,0,BENIGN,0,0.04,TN,True,0,BENIGN,1,1.0,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_700393,0,BENIGN,0,0.015,TN,True,0,BENIGN,1,0.545,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_716101,0,BENIGN,0,0.005,TN,True,0,BENIGN,1,0.955,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_716542,0,BENIGN,0,0.0,TN,True,0,BENIGN,1,0.51,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_732472,0,BENIGN,0,0.015,TN,True,0,BENIGN,1,0.99,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_735490,0,BENIGN,0,0.075,TN,True,0,BENIGN,1,0.505,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_741751,0,BENIGN,0,0.0,TN,True,0,BENIGN,1,0.75,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_741753,0,BENIGN,0,0.005,TN,True,0,BENIGN,1,0.76,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_741865,0,BENIGN,0,0.0,TN,True,0,BENIGN,1,0.99,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_794624,0,BENIGN,0,0.06,TN,True,0,BENIGN,1,0.97,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_825259,0,BENIGN,0,0.0,TN,True,0,BENIGN,1,0.65,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_831213,0,BENIGN,0,0.005,TN,True,0,BENIGN,1,0.62,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_844176,0,BENIGN,0,0.005,TN,True,0,BENIGN,1,1.0,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_917059,0,BENIGN,0,0.015,TN,True,0,BENIGN,1,0.605,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_917971,0,BENIGN,0,0.015,TN,True,0,BENIGN,1,0.525,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_927610,0,BENIGN,0,0.01,TN,True,0,BENIGN,1,1.0,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_927626,0,BENIGN,0,0.01,TN,True,0,BENIGN,1,1.0,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_927931,0,BENIGN,0,0.005,TN,True,0,BENIGN,1,0.9,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_981769,0,BENIGN,0,0.025,TN,True,0,BENIGN,1,0.52,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_1007736,0,BENIGN,0,0.01,TN,True,0,BENIGN,1,0.92,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_1016732,0,BENIGN,0,0.015,TN,True,0,BENIGN,1,1.0,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_1016733,0,BENIGN,0,0.015,TN,True,0,BENIGN,1,1.0,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_1016735,0,BENIGN,0,0.02,TN,True,0,BENIGN,1,1.0,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_1035081,0,BENIGN,0,0.0,TN,True,0,BENIGN,1,0.71,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_1064839,0,BENIGN,0,0.005,TN,True,0,BENIGN,1,0.99,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_864274,0,BENIGN,0,0.035,TN,True,0,BENIGN,1,0.915,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_911139,0,BENIGN,0,0.03,TN,True,0,BENIGN,1,0.535,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
FLOW_927575,0,BENIGN,0,0.245,TN,True,0,BENIGN,1,0.61,FP,False,TN -> FP,TN,FP,Benign,False,False,False,False,False,True
