flow_id,timestamp,src_ip,dst_ip,src_mac,dst_mac,actual_label,baseline_prediction,baseline_attack_probability,perturbed_prediction,perturbed_attack_probability,prediction_changed,benign_induction,original_dst_port,original_src_port,scenario
FLOW_802599,1499271305.118693,192.0.77.48,192.168.10.5,00:c1:b1:14:eb:31,b8:ac:6f:36:0a:8b,0,0,0.0,0,0.0,False,False,52264,443,src_port_randomized
FLOW_1071001,1499285013.952498,192.168.10.3,192.168.10.1,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,53,60217,src_port_randomized
FLOW_746234,1499266081.432582,192.168.10.8,192.168.10.3,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,49559,src_port_randomized
FLOW_942904,1499278229.225091,192.168.10.14,192.168.10.3,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,62739,src_port_randomized
FLOW_732251,1499265077.167266,192.168.10.8,87.106.49.27,b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,53235,src_port_randomized
FLOW_687065,1499263298.468654,192.168.10.14,192.168.10.3,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,52311,src_port_randomized
FLOW_790628,1499270340.188403,192.168.10.3,192.168.10.17,18:66:da:9b:e3:7d,00:23:ae:9b:95:67,0,0,0.0,0,0.145,False,False,33202,389,src_port_randomized
FLOW_087601,1499259789.619093,192.168.10.14,173.241.242.143,b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,0,0,0.0,0,0.005,False,False,80,51083,src_port_randomized
FLOW_759476,1499266645.926081,192.168.10.16,192.168.10.50,00:23:ae:9b:8a:bf,00:19:b9:0a:69:f1,0,0,0.0,0,0.025,False,False,55981,55598,src_port_randomized
FLOW_348754,1499262587.654376,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,0,0.405,1,0.985,True,True,80,54184,src_port_randomized
FLOW_836089,1499273228.602581,192.168.10.8,68.67.178.246,b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,0,0,0.0,0,0.005,False,False,443,54647,src_port_randomized
FLOW_802102,1499271300.385506,94.31.29.248,192.168.10.5,00:c1:b1:14:eb:31,b8:ac:6f:36:0a:8b,0,0,0.0,0,0.045,False,False,52042,80,src_port_randomized
FLOW_043047,1499257640.817689,192.168.10.5,172.217.12.193,b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,50249,src_port_randomized
FLOW_919434,1499277058.587604,162.208.20.178,192.168.10.8,00:c1:b1:14:eb:31,b8:ac:6f:36:08:f5,0,0,0.0,0,0.03,False,False,59927,80,src_port_randomized
FLOW_860765,1499274593.418898,192.168.10.12,192.168.10.3,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,43841,src_port_randomized
FLOW_844719,1499273712.057993,192.168.10.8,192.168.10.3,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,65525,src_port_randomized
FLOW_698832,1499263860.296642,192.168.10.12,192.168.10.3,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,50052,src_port_randomized
FLOW_505200,1499262897.746385,192.168.10.5,192.0.73.2,b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,51050,src_port_randomized
FLOW_1058014,1499284108.588171,192.168.10.16,192.168.10.3,00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,58897,src_port_randomized
FLOW_864732,1499274766.303573,192.168.10.12,129.146.14.98,b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,0,0,0.0,0,0.015,False,False,443,53918,src_port_randomized
FLOW_881021,1499275520.189543,54.210.114.48,192.168.10.12,00:c1:b1:14:eb:31,b8:ac:6f:36:04:e3,0,0,0.0,0,0.0,False,False,52242,443,src_port_randomized
FLOW_1032914,1499282497.654969,52.84.4.224,192.168.10.12,00:c1:b1:14:eb:31,b8:ac:6f:36:04:e3,0,0,0.0,0,0.06,False,False,54582,443,src_port_randomized
FLOW_959769,1499278519.364921,192.168.10.5,162.208.20.178,b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,57682,src_port_randomized
FLOW_965441,1499278648.716512,192.168.10.19,192.168.10.3,00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,55579,src_port_randomized
FLOW_058110,1499258517.02171,192.168.10.17,192.168.10.255,00:23:ae:9b:95:67,ff:ff:ff:ff:ff:ff,0,0,0.0,0,0.0,False,False,137,137,src_port_randomized
FLOW_773715,1499267629.136442,192.168.10.17,192.168.10.50,00:23:ae:9b:95:67,00:19:b9:0a:69:f1,0,0,0.0,0,0.0,False,False,22,53355,src_port_randomized
FLOW_1063705,1499284479.556595,192.168.10.8,192.168.10.3,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,63312,src_port_randomized
FLOW_967894,1499278701.139689,162.208.22.34,192.168.10.5,00:c1:b1:14:eb:31,b8:ac:6f:36:0a:8b,0,0,0.0,0,0.0,False,False,59163,443,src_port_randomized
FLOW_133278,1499261381.923608,54.236.177.89,192.168.10.12,00:c1:b1:14:eb:31,b8:ac:6f:36:04:e3,0,0,0.0,0,0.005,False,False,53252,443,src_port_randomized
FLOW_788233,1499269874.505367,192.168.10.51,213.13.146.180,b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,46737,src_port_randomized
FLOW_035303,1499257116.642642,192.168.10.17,192.168.10.3,00:23:ae:9b:95:67,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,64132,src_port_randomized
FLOW_1034254,1499282605.341635,74.125.29.108,192.168.10.8,00:c1:b1:14:eb:31,b8:ac:6f:36:08:f5,0,0,0.0,0,0.13,False,False,61479,465,src_port_randomized
FLOW_001901,1499255246.81528,192.168.10.9,63.241.108.103,b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,80,13944,src_port_randomized
FLOW_107126,1499260548.072941,192.168.10.15,216.151.177.33,00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,80,51353,src_port_randomized
FLOW_966699,1499278681.877795,192.168.10.5,192.168.10.3,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,64364,src_port_randomized
FLOW_988543,1499279387.93031,172.217.10.142,192.168.10.19,00:c1:b1:14:eb:31,00:23:ae:9b:ad:b3,0,0,0.0,0,0.12,False,False,37507,443,src_port_randomized
FLOW_016514,1499255942.722549,172.217.12.163,192.168.10.25,00:c1:b1:14:eb:31,00:25:00:a8:c4:60,0,0,0.0,0,0.135,False,False,49661,443,src_port_randomized
FLOW_974252,1499278820.741721,192.168.10.5,192.168.10.3,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,57328,src_port_randomized
FLOW_710879,1499264054.014076,172.16.0.1,192.168.10.51,00:c1:b1:14:eb:31,b8:ac:6f:36:0b:a8,0,0,0.0,0,0.0,False,False,49505,443,src_port_randomized
FLOW_770182,1499267360.48342,196.11.125.149,192.168.10.51,00:c1:b1:14:eb:31,b8:ac:6f:36:0b:a8,0,0,0.0,0,0.005,False,False,35745,443,src_port_randomized
FLOW_775586,1499267813.150726,192.168.10.5,192.168.10.3,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,51312,src_port_randomized
FLOW_740563,1499265780.971665,192.168.10.16,198.41.215.182,00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,80,48182,src_port_randomized
FLOW_858242,1499274439.17165,192.168.10.17,87.250.247.181,00:23:ae:9b:95:67,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,80,47641,src_port_randomized
FLOW_929809,1499277772.058223,192.168.10.19,103.27.148.71,00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,0,0,0.0,0,0.02,False,False,80,51923,src_port_randomized
FLOW_911537,1499276655.739575,192.168.10.3,192.168.10.1,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,53,61178,src_port_randomized
FLOW_089519,1499259829.772848,192.168.10.16,192.168.10.3,00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,44979,src_port_randomized
FLOW_775082,1499267766.150399,192.168.10.25,54.245.251.207,00:25:00:a8:c4:60,00:c1:b1:14:eb:31,0,0,0.0,0,0.015,False,False,443,51928,src_port_randomized
FLOW_965707,1499278653.27132,162.208.22.34,192.168.10.5,00:c1:b1:14:eb:31,b8:ac:6f:36:0a:8b,0,0,0.0,0,0.0,False,False,58769,443,src_port_randomized
FLOW_1069587,1499284923.457448,192.168.10.16,192.0.73.2,00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,0,0,0.005,0,0.005,False,False,443,34126,src_port_randomized
FLOW_084115,1499259676.305876,192.168.10.12,23.15.155.27,b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,80,33500,src_port_randomized
FLOW_116215,1499260798.821773,192.168.10.15,192.168.10.3,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,57579,src_port_randomized
FLOW_1020741,1499281775.706632,192.168.10.17,192.168.10.3,00:23:ae:9b:95:67,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,49004,src_port_randomized
FLOW_931157,1499277969.755621,192.168.10.50,192.168.10.9,00:19:b9:0a:69:f1,b8:ac:6f:1d:1f:6c,0,0,0.0,0,0.0,False,False,21325,21466,src_port_randomized
FLOW_353923,1499262602.503296,192.168.10.14,104.199.123.9,b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,0,0,0.0,0,0.005,False,False,443,51892,src_port_randomized
FLOW_863744,1499274708.937744,192.168.10.9,54.193.25.132,b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,19877,src_port_randomized
FLOW_798679,1499271162.974804,192.168.10.16,192.168.10.3,00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,43839,src_port_randomized
FLOW_775140,1499267769.145146,192.168.10.25,184.24.47.200,00:25:00:a8:c4:60,00:c1:b1:14:eb:31,0,0,0.0,0,0.015,False,False,443,51943,src_port_randomized
FLOW_907314,1499276407.011038,172.217.10.238,192.168.10.5,00:c1:b1:14:eb:31,b8:ac:6f:36:0a:8b,0,0,0.0,0,0.01,False,False,52996,443,src_port_randomized
FLOW_055181,1499258400.092815,192.168.10.25,23.194.140.219,00:25:00:a8:c4:60,00:c1:b1:14:eb:31,0,0,0.0,0,0.05,False,False,443,50126,src_port_randomized
FLOW_987440,1499279355.525999,192.168.10.19,117.53.117.16,00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,80,49459,src_port_randomized
FLOW_024826,1499256572.373961,192.168.10.12,192.168.10.3,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,16612,src_port_randomized
FLOW_942089,1499278224.98623,162.208.20.178,192.168.10.5,00:c1:b1:14:eb:31,b8:ac:6f:36:0a:8b,0,0,0.0,0,0.005,False,False,54979,443,src_port_randomized
FLOW_783556,1499269170.921631,192.168.10.8,192.168.10.3,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,50610,src_port_randomized
FLOW_737395,1499265569.648165,192.168.10.3,192.168.10.1,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,53,61745,src_port_randomized
FLOW_929174,1499277765.008177,120.50.132.112,192.168.10.19,00:c1:b1:14:eb:31,00:23:ae:9b:ad:b3,0,0,0.0,0,0.02,False,False,35835,80,src_port_randomized
FLOW_863888,1499274710.307106,192.168.10.12,204.154.111.115,b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,0,0,0.0,0,0.01,False,False,443,56344,src_port_randomized
FLOW_084738,1499259680.842122,192.168.10.3,192.168.10.1,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,53,60114,src_port_randomized
FLOW_025744,1499256631.633918,192.168.10.9,151.101.208.175,b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,14664,src_port_randomized
FLOW_974377,1499278821.904167,192.168.10.5,192.168.10.3,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,65284,src_port_randomized
FLOW_118803,1499260935.455901,192.168.10.17,192.168.10.3,00:23:ae:9b:95:67,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,54605,src_port_randomized
FLOW_270641,1499262428.904663,192.168.10.19,68.67.178.243,00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,57724,src_port_randomized
FLOW_821417,1499272350.311312,192.168.10.15,192.168.10.3,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,63801,src_port_randomized
FLOW_574650,1499263034.570519,192.168.10.15,192.168.10.3,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,53534,src_port_randomized
FLOW_144015,1499261834.401664,192.168.10.12,50.63.243.230,b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,80,40848,src_port_randomized
FLOW_992146,1499279613.525696,192.168.10.14,192.168.10.3,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,64640,src_port_randomized
FLOW_752113,1499266301.59081,192.168.10.17,192.168.10.255,00:23:ae:9b:95:67,ff:ff:ff:ff:ff:ff,0,0,0.0,0,0.0,False,False,138,138,src_port_randomized
FLOW_748188,1499266142.586011,192.168.10.15,192.40.39.121,00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,0,0,0.005,0,0.005,False,False,80,55608,src_port_randomized
FLOW_116453,1499260824.126965,192.168.10.3,192.168.10.1,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,53,61173,src_port_randomized
FLOW_752041,1499266291.423642,192.168.10.14,54.243.185.52,b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,80,53288,src_port_randomized
FLOW_020441,1499256238.34135,192.168.10.16,192.168.10.3,00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,52355,src_port_randomized
FLOW_988414,1499279386.959869,52.5.63.23,192.168.10.17,00:c1:b1:14:eb:31,00:23:ae:9b:95:67,0,0,0.0,0,0.015,False,False,43544,443,src_port_randomized
FLOW_048848,1499257983.581986,172.217.9.226,192.168.10.8,00:c1:b1:14:eb:31,b8:ac:6f:36:08:f5,0,0,0.0,0,0.0,False,False,49919,443,src_port_randomized
FLOW_780705,1499268647.364281,192.168.10.16,72.167.239.239,00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,80,41614,src_port_randomized
FLOW_1016717,1499281518.105062,148.251.185.11,192.168.10.17,00:c1:b1:14:eb:31,00:23:ae:9b:95:67,0,0,0.03,0,0.145,False,False,49113,80,src_port_randomized
FLOW_715020,1499264269.555686,192.168.10.16,72.21.202.25,00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,80,59000,src_port_randomized
FLOW_975893,1499278860.436982,113.29.190.10,192.168.10.19,00:c1:b1:14:eb:31,00:23:ae:9b:ad:b3,0,0,0.0,0,0.12,False,False,49325,80,src_port_randomized
FLOW_1060215,1499284224.415171,192.168.10.16,54.230.51.40,00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,35750,src_port_randomized
FLOW_975036,1499278845.998803,192.168.10.25,107.20.228.12,00:25:00:a8:c4:60,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,53090,src_port_randomized
FLOW_901281,1499276144.803061,192.168.10.14,192.168.10.3,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,65515,src_port_randomized
FLOW_149827,1499262066.789839,192.168.10.17,192.168.10.3,00:23:ae:9b:95:67,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,7862,src_port_randomized
FLOW_809550,1499271647.035667,172.217.12.198,192.168.10.14,00:c1:b1:14:eb:31,b8:ac:6f:36:07:ee,0,0,0.0,0,0.0,False,False,54103,443,src_port_randomized
FLOW_910945,1499276615.573328,50.116.194.21,192.168.10.14,00:c1:b1:14:eb:31,b8:ac:6f:36:07:ee,0,0,0.0,0,0.0,False,False,55718,443,src_port_randomized
FLOW_957906,1499278483.102034,192.168.10.8,192.168.10.3,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,60155,src_port_randomized
FLOW_378670,1499262645.512413,192.168.10.25,31.13.80.12,00:25:00:a8:c4:60,00:c1:b1:14:eb:31,0,0,0.0,0,0.055,False,False,443,50795,src_port_randomized
FLOW_942067,1499278224.583279,192.168.10.5,162.208.20.178,b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,54974,src_port_randomized
FLOW_820756,1499272327.55831,192.168.10.14,192.168.10.3,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,49308,src_port_randomized
FLOW_906129,1499276331.993584,192.168.10.8,172.217.10.131,b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,58366,src_port_randomized
FLOW_1002304,1499280357.533811,192.168.10.3,192.168.10.1,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,53,61015,src_port_randomized
FLOW_792338,1499270709.19595,192.168.10.9,23.50.75.27,b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,80,18400,src_port_randomized
FLOW_629019,1499263138.715809,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,0,0.48,1,1.0,True,True,80,50928,src_port_randomized
FLOW_693881,1499263708.219685,183.79.250.251,192.168.10.9,00:c1:b1:14:eb:31,b8:ac:6f:1d:1f:6c,0,0,0.0,0,0.03,False,False,16966,443,src_port_randomized
FLOW_001286,1499255193.451192,192.168.10.3,192.168.10.16,18:66:da:9b:e3:7d,00:23:ae:9b:8a:bf,0,0,0.0,0,0.075,False,False,42438,88,src_port_randomized
FLOW_950534,1499278346.697527,104.20.16.243,192.168.10.14,00:c1:b1:14:eb:31,b8:ac:6f:36:07:ee,0,0,0.0,0,0.05,False,False,56352,443,src_port_randomized
FLOW_819142,1499272234.863953,178.255.83.1,192.168.10.16,00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,0,0,0.0,0,0.0,False,False,36078,80,src_port_randomized
FLOW_905842,1499276307.489426,192.168.10.8,192.168.10.3,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,64092,src_port_randomized
FLOW_121912,1499261029.243957,52.87.66.130,192.168.10.12,00:c1:b1:14:eb:31,b8:ac:6f:36:04:e3,0,0,0.0,0,0.055,False,False,46258,80,src_port_randomized
FLOW_815837,1499272025.424863,192.168.10.15,178.255.83.1,00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,0,0,0.0,0,0.005,False,False,80,56244,src_port_randomized
FLOW_789649,1499270265.103058,192.168.10.16,54.230.38.82,00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,60476,src_port_randomized
FLOW_1011364,1499281059.399454,192.168.10.12,72.21.91.29,b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,80,38860,src_port_randomized
FLOW_1056427,1499284089.973068,192.168.10.15,200.147.4.47,00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,57862,src_port_randomized
FLOW_050651,1499258104.534322,192.168.10.8,192.168.10.3,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,52342,src_port_randomized
FLOW_964189,1499278617.097607,192.168.10.5,192.168.10.3,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,64882,src_port_randomized
FLOW_944610,1499278250.123073,192.168.10.51,23.23.134.233,b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,50180,src_port_randomized
FLOW_694746,1499263739.282149,192.168.10.8,192.168.10.3,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,57843,src_port_randomized
FLOW_819785,1499272243.914413,192.168.10.51,23.50.75.27,b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,0,0,0.0,0,0.035,False,False,80,55093,src_port_randomized
FLOW_761360,1499266742.105103,192.168.10.25,172.217.3.98,00:25:00:a8:c4:60,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,51541,src_port_randomized
FLOW_420067,1499262729.944457,192.168.10.8,104.25.15.31,b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,52224,src_port_randomized
FLOW_1025912,1499282050.634614,192.168.10.8,192.168.10.3,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,59671,src_port_randomized
FLOW_698908,1499263860.741966,192.168.10.3,192.168.10.1,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,53,61736,src_port_randomized
FLOW_005595,1499255476.321861,192.168.10.3,192.168.10.1,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,53,60192,src_port_randomized
FLOW_947449,1499278290.452131,192.168.10.5,162.208.20.178,b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,55593,src_port_randomized
FLOW_094048,1499260046.495222,192.168.10.9,68.67.180.12,b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,0,0,0.005,0,0.005,False,False,80,15876,src_port_randomized
FLOW_827004,1499272673.941683,192.168.10.14,192.168.10.3,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,55914,src_port_randomized
FLOW_1027797,1499282200.900227,52.94.232.33,192.168.10.12,00:c1:b1:14:eb:31,b8:ac:6f:36:04:e3,0,0,0.0,0,0.03,False,False,58070,443,src_port_randomized
FLOW_690222,1499263516.3178,192.168.10.12,34.200.62.215,b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,54138,src_port_randomized
FLOW_076365,1499259395.844105,172.217.11.33,192.168.10.16,00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,0,0,0.0,0,0.0,False,False,52824,443,src_port_randomized
FLOW_814685,1499271975.515453,192.168.10.51,192.168.10.3,b8:ac:6f:36:0b:a8,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,32637,src_port_randomized
FLOW_704086,1499263938.511763,192.168.10.15,192.168.10.3,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,60941,src_port_randomized
FLOW_833313,1499273136.573742,192.168.10.51,172.16.0.1,b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,52292,src_port_randomized
FLOW_687870,1499263371.729748,192.168.10.16,172.217.12.174,00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,80,54672,src_port_randomized
FLOW_855514,1499274296.101616,192.168.10.14,192.168.10.3,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,58385,src_port_randomized
FLOW_1043081,1499283165.318344,192.168.10.15,192.168.10.3,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,61842,src_port_randomized
FLOW_842619,1499273593.852091,192.168.10.8,151.101.20.249,b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,80,55151,src_port_randomized
FLOW_090562,1499259893.02434,178.255.83.1,192.168.10.8,00:c1:b1:14:eb:31,b8:ac:6f:36:08:f5,0,0,0.0,0,0.015,False,False,51217,80,src_port_randomized
