flow_id,timestamp,src_ip,dst_ip,src_mac,dst_mac,actual_label,baseline_prediction,baseline_attack_probability,perturbed_prediction,perturbed_attack_probability,prediction_changed,attack_evasion,original_dst_port,original_src_port,scenario
FLOW_608794,1499263090.694145,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.995,False,False,80,40466,src_port_randomized
FLOW_176590,1499262238.921193,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,1.0,False,False,80,37290,src_port_randomized
FLOW_297987,1499262487.467165,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,1.0,False,False,80,53922,src_port_randomized
FLOW_159118,1499262204.928196,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,1.0,False,False,80,54658,src_port_randomized
FLOW_525099,1499262938.577412,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.91,1,1.0,False,False,80,48750,src_port_randomized
FLOW_284404,1499262455.017217,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,1,1.0,1,0.525,False,False,45650,80,src_port_randomized
FLOW_658623,1499263189.982309,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.98,1,0.995,False,False,80,41356,src_port_randomized
FLOW_511241,1499262905.606377,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.855,False,False,80,37212,src_port_randomized
FLOW_603798,1499263089.058194,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.99,1,0.985,False,False,80,36362,src_port_randomized
FLOW_668272,1499263206.861888,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.62,False,False,80,46446,src_port_randomized
FLOW_371028,1499262636.236248,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.57,False,False,80,42208,src_port_randomized
FLOW_635327,1499263140.783713,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,1.0,False,False,80,55748,src_port_randomized
FLOW_173860,1499262238.009267,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.995,False,False,80,35982,src_port_randomized
FLOW_427844,1499262739.229089,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,1.0,False,False,80,43122,src_port_randomized
FLOW_370394,1499262635.991565,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,1,1.0,0,0.49,True,True,41836,80,src_port_randomized
FLOW_530286,1499262940.597418,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.995,1,0.995,False,False,80,51474,src_port_randomized
FLOW_274292,1499262438.045613,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.995,1,0.99,False,False,80,39802,src_port_randomized
FLOW_360947,1499262605.361888,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.78,False,False,80,35468,src_port_randomized
FLOW_552876,1499262988.974008,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.795,False,False,80,36952,src_port_randomized
FLOW_417105,1499262721.73557,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.575,False,False,80,38590,src_port_randomized
FLOW_177641,1499262239.97753,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,1,0.96,0,0.2,True,True,37686,80,src_port_randomized
FLOW_444972,1499262786.526097,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.995,False,False,80,59064,src_port_randomized
FLOW_155992,1499262203.91023,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,1.0,False,False,80,51296,src_port_randomized
FLOW_119078,1499260940.079806,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.82,False,False,80,36002,src_port_randomized
FLOW_394395,1499262672.179985,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,1.0,False,False,80,56022,src_port_randomized
FLOW_567866,1499263021.71313,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.965,False,False,80,45564,src_port_randomized
FLOW_396859,1499262687.169719,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,1,1.0,1,0.535,False,False,57832,80,src_port_randomized
FLOW_608598,1499263090.630146,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.985,1,0.985,False,False,80,40380,src_port_randomized
FLOW_664512,1499263205.661944,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,1,1.0,0,0.5,True,True,44672,80,src_port_randomized
FLOW_407890,1499262704.693076,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,1.0,False,False,80,36042,src_port_randomized
FLOW_623256,1499263122.738245,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.995,1,1.0,False,False,80,49408,src_port_randomized
FLOW_543129,1499262972.212569,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.995,1,0.9,False,False,80,57656,src_port_randomized
FLOW_381443,1499262653.846506,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.995,1,0.595,False,False,80,48024,src_port_randomized
FLOW_244468,1499262372.187461,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.995,1,0.98,False,False,80,49942,src_port_randomized
FLOW_188150,1499262270.655344,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.93,False,False,80,44510,src_port_randomized
FLOW_259233,1499262405.054552,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,1.0,False,False,80,55500,src_port_randomized
FLOW_610890,1499263104.834756,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.96,False,False,80,42156,src_port_randomized
FLOW_303187,1499262489.262164,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,1.0,False,False,80,56552,src_port_randomized
FLOW_368206,1499262622.035422,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,1,1.0,0,0.455,True,True,39948,80,src_port_randomized
FLOW_554217,1499262989.396018,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.995,1,0.655,False,False,80,38044,src_port_randomized
FLOW_720285,1499264357.881171,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.825,False,False,80,44476,src_port_randomized
FLOW_507557,1499262904.474413,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.63,False,False,80,38636,src_port_randomized
FLOW_435073,1499262755.727618,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.985,1,0.87,False,False,80,52386,src_port_randomized
FLOW_263833,1499262420.048075,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.58,False,False,80,33466,src_port_randomized
FLOW_326008,1499262538.414782,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,1.0,False,False,80,42960,src_port_randomized
FLOW_314980,1499262521.181266,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.73,False,False,80,36180,src_port_randomized
FLOW_239992,1499262370.766502,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.96,1,0.97,False,False,80,47484,src_port_randomized
FLOW_309064,1499262504.640757,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.99,1,0.995,False,False,80,60788,src_port_randomized
FLOW_355346,1499262603.63293,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,1.0,False,False,80,60746,src_port_randomized
FLOW_093225,1499260027.950103,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.96,False,False,80,54322,src_port_randomized
FLOW_165666,1499262221.624713,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.615,False,False,80,58726,src_port_randomized
FLOW_310273,1499262505.027713,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.995,1,0.935,False,False,80,33276,src_port_randomized
FLOW_489145,1499262870.33134,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.695,False,False,80,56066,src_port_randomized
FLOW_638101,1499263155.274347,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,1,1.0,1,0.535,False,False,57556,80,src_port_randomized
FLOW_171245,1499262237.231285,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.9998765432098766,1,1.0,False,False,80,34472,src_port_randomized
FLOW_281179,1499262454.038163,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.605,False,False,80,44048,src_port_randomized
FLOW_613022,1499263105.528709,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.975,1,0.86,False,False,80,43476,src_port_randomized
FLOW_604355,1499263089.22119,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.915,False,False,80,38190,src_port_randomized
FLOW_360355,1499262605.166914,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.95,False,False,80,35108,src_port_randomized
FLOW_718340,1499264324.460156,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.995,1,0.91,False,False,80,43318,src_port_randomized
FLOW_305511,1499262503.562728,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.855,False,False,80,59024,src_port_randomized
FLOW_394262,1499262672.115979,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.675,False,False,80,54042,src_port_randomized
FLOW_326084,1499262538.440782,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,1.0,False,False,80,43006,src_port_randomized
FLOW_448508,1499262787.608727,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.835,False,False,80,58012,src_port_randomized
FLOW_650845,1499263173.869803,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.585,False,False,80,56546,src_port_randomized
FLOW_659669,1499263190.377321,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.865,False,False,80,41924,src_port_randomized
FLOW_520949,1499262922.552941,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,1,1.0,0,0.47,True,True,44584,80,src_port_randomized
FLOW_435844,1499262756.050616,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.995,False,False,80,51136,src_port_randomized
FLOW_332703,1499262554.598321,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.98,False,False,80,47388,src_port_randomized
FLOW_259908,1499262405.26654,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.995,1,0.94,False,False,80,59358,src_port_randomized
FLOW_332223,1499262554.44229,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.59,False,False,80,46794,src_port_randomized
FLOW_440861,1499262771.639165,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,1.0,False,False,80,56296,src_port_randomized
FLOW_606185,1499263089.837179,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.905,1,0.92,False,False,80,38954,src_port_randomized
FLOW_513520,1499262906.68069,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.995,False,False,80,36928,src_port_randomized
FLOW_521032,1499262922.583918,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.83,1,0.615,False,False,80,46500,src_port_randomized
FLOW_719731,1499264345.784798,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.93,False,False,80,44324,src_port_randomized
FLOW_427681,1499262739.152139,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,1,1.0,0,0.44,True,True,47908,80,src_port_randomized
FLOW_610152,1499263104.586744,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.96,False,False,80,36218,src_port_randomized
FLOW_194474,1499262272.790036,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.805,False,False,80,46584,src_port_randomized
FLOW_384530,1499262654.812503,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,1.0,False,False,80,49828,src_port_randomized
FLOW_378448,1499262639.24969,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,1,0.985,0,0.15,True,True,45944,80,src_port_randomized
FLOW_432670,1499262754.94565,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.8,False,False,80,50520,src_port_randomized
FLOW_395021,1499262686.566681,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,1,1.0,0,0.44,True,True,56840,80,src_port_randomized
FLOW_469219,1499262822.070731,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.96,1,0.83,False,False,80,44490,src_port_randomized
FLOW_542166,1499262971.906521,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.725,False,False,80,58740,src_port_randomized
FLOW_096238,1499260094.248107,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,1.0,False,False,80,60980,src_port_randomized
FLOW_635274,1499263140.754729,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,1.0,False,False,80,55692,src_port_randomized
FLOW_632618,1499263139.866816,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,1,0.99,0,0.485,True,True,53714,80,src_port_randomized
FLOW_571110,1499263022.716068,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.995,False,False,80,46840,src_port_randomized
FLOW_466692,1499262821.297831,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,1,1.0,1,0.525,False,False,42966,80,src_port_randomized
FLOW_425676,1499262738.410126,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.925,False,False,80,43568,src_port_randomized
FLOW_159341,1499262205.00221,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.595,False,False,80,54804,src_port_randomized
FLOW_629278,1499263138.77976,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.995,1,0.995,False,False,80,52546,src_port_randomized
FLOW_493143,1499262871.589359,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,1.0,False,False,80,55142,src_port_randomized
FLOW_430509,1499262754.262681,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.99,1,0.995,False,False,80,48378,src_port_randomized
FLOW_468800,1499262821.941719,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,1.0,False,False,80,40202,src_port_randomized
FLOW_157716,1499262204.466212,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.58,False,False,80,53822,src_port_randomized
FLOW_176651,1499262238.941224,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,0,0.49,True,True,80,37330,src_port_randomized
FLOW_308732,1499262504.5347,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.855,False,False,80,60888,src_port_randomized
FLOW_607029,1499263090.127234,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,1,1.0,0,0.47,True,True,39420,80,src_port_randomized
FLOW_298427,1499262487.602294,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,1,1.0,0,0.43,True,True,52556,80,src_port_randomized
FLOW_329708,1499262553.697376,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.995,1,0.85,False,False,80,45720,src_port_randomized
FLOW_428734,1499262753.737682,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.98,1,1.0,False,False,80,48970,src_port_randomized
FLOW_601518,1499263088.36222,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,1.0,False,False,80,35856,src_port_randomized
FLOW_514868,1499262920.654969,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.72,False,False,80,43230,src_port_randomized
FLOW_667870,1499263206.73287,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.595,False,False,80,46242,src_port_randomized
FLOW_361569,1499262605.674854,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.64,False,False,80,35366,src_port_randomized
FLOW_464570,1499262820.585863,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,1,1.0,0,0.495,True,True,41706,80,src_port_randomized
FLOW_425964,1499262738.507119,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.545,False,False,80,43544,src_port_randomized
FLOW_343201,1499262572.34481,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,1.0,False,False,80,53278,src_port_randomized
FLOW_204559,1499262304.238435,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,1,1.0,0,0.445,True,True,54224,80,src_port_randomized
FLOW_207931,1499262305.334354,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.82,False,False,80,54392,src_port_randomized
FLOW_320048,1499262536.58978,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,1.0,False,False,80,39872,src_port_randomized
FLOW_671645,1499263222.254421,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.8,1,0.98,False,False,80,48892,src_port_randomized
FLOW_464054,1499262820.417801,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.96,1,0.885,False,False,80,41516,src_port_randomized
FLOW_477376,1499262838.361358,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,1,1.0,0,0.465,True,True,48910,80,src_port_randomized
FLOW_418762,1499262722.301562,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.985,1,0.97,False,False,80,42754,src_port_randomized
FLOW_330680,1499262553.99034,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.985,False,False,80,44130,src_port_randomized
FLOW_311021,1499262505.284695,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,1.0,False,False,80,33758,src_port_randomized
FLOW_580943,1499263039.844738,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.96,1,0.965,False,False,80,52472,src_port_randomized
FLOW_197532,1499262287.478865,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.885,False,False,80,50364,src_port_randomized
FLOW_656731,1499263189.427344,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,1.0,False,False,80,40292,src_port_randomized
FLOW_234855,1499262355.570971,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,1,1.0,0,0.47,True,True,44018,80,src_port_randomized
FLOW_629895,1499263138.946784,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.865,False,False,80,52804,src_port_randomized
FLOW_490112,1499262870.64333,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.995,1,1.0,False,False,80,56694,src_port_randomized
FLOW_546034,1499262973.170478,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.92,1,0.865,False,False,80,33166,src_port_randomized
FLOW_199792,1499262288.138846,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,0,0.43,True,True,80,51276,src_port_randomized
FLOW_379699,1499262653.314937,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.93,False,False,80,47420,src_port_randomized
FLOW_220416,1499262336.349479,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.98,False,False,80,35650,src_port_randomized
FLOW_232115,1499262354.663972,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.99,0,0.345,True,True,80,42298,src_port_randomized
FLOW_670747,1499263208.297836,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,1,1.0,1,0.51,False,False,47516,80,src_port_randomized
FLOW_330605,1499262553.971293,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.96,1,0.83,False,False,80,46226,src_port_randomized
FLOW_606348,1499263089.908189,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,0.98,1,0.92,False,False,80,39328,src_port_randomized
FLOW_168866,1499262222.749739,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,1,1.0,0,0.47,True,True,59148,80,src_port_randomized
FLOW_274574,1499262438.139605,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.855,False,False,80,39978,src_port_randomized
FLOW_570041,1499263022.355074,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,1,1.0,1,0.87,False,False,80,44358,src_port_randomized
