flow_id,timestamp,src_ip,dst_ip,src_mac,dst_mac,actual_label,baseline_prediction,baseline_attack_probability,perturbed_prediction,perturbed_attack_probability,prediction_changed,benign_induction,original_dst_port,original_src_port,scenario
FLOW_819827,1499272245.987382,87.250.250.119,192.168.10.51,00:c1:b1:14:eb:31,b8:ac:6f:36:0b:a8,0,0,0.0,1,0.515,True,True,38506,443,ports_masked
FLOW_803191,1499271321.844598,75.126.29.100,192.168.10.5,00:c1:b1:14:eb:31,b8:ac:6f:36:0a:8b,0,0,0.0,1,0.98,True,True,52140,80,ports_masked
FLOW_781282,1499268709.483669,172.217.10.233,192.168.10.51,00:c1:b1:14:eb:31,b8:ac:6f:36:0b:a8,0,0,0.0,1,0.525,True,True,60973,443,ports_masked
FLOW_1001847,1499280348.677459,192.168.10.51,31.13.69.203,b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,0,0,0.0,1,0.745,True,True,443,34786,ports_masked
FLOW_839612,1499273459.106291,172.16.0.1,192.168.10.51,00:c1:b1:14:eb:31,b8:ac:6f:36:0b:a8,0,0,0.0,1,0.91,True,True,52431,443,ports_masked
FLOW_803766,1499271361.802054,192.168.10.17,192.229.163.139,00:23:ae:9b:95:67,00:c1:b1:14:eb:31,0,0,0.0,1,0.7,True,True,443,56687,ports_masked
FLOW_868372,1499274928.986191,192.168.10.16,54.192.37.187,00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,0,0,0.0,1,0.735,True,True,443,45796,ports_masked
FLOW_883630,1499275689.485191,172.217.10.46,192.168.10.12,00:c1:b1:14:eb:31,b8:ac:6f:36:04:e3,0,0,0.0,1,0.51,True,True,58982,443,ports_masked
FLOW_1037984,1499282793.068323,192.168.10.19,31.13.80.52,00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,0,0,0.0,1,0.735,True,True,443,38522,ports_masked
FLOW_851710,1499274119.750751,192.168.10.12,157.240.18.19,b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,0,0,0.0,1,0.765,True,True,443,47664,ports_masked
FLOW_064188,1499258900.341371,192.168.10.17,104.16.126.228,00:23:ae:9b:95:67,00:c1:b1:14:eb:31,0,0,0.0,1,0.735,True,True,443,37407,ports_masked
FLOW_864980,1499274780.215367,172.16.0.1,192.168.10.51,00:c1:b1:14:eb:31,b8:ac:6f:36:0b:a8,0,0,0.0,1,0.91,True,True,52790,443,ports_masked
FLOW_933326,1499278037.174807,192.168.10.16,31.13.80.12,00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,0,0,0.0,1,0.735,True,True,443,48804,ports_masked
FLOW_888564,1499275843.892021,172.16.0.1,192.168.10.51,00:c1:b1:14:eb:31,b8:ac:6f:36:0b:a8,0,0,0.0,1,0.91,True,True,53107,443,ports_masked
FLOW_014813,1499255919.446183,192.168.10.25,34.225.43.200,00:25:00:a8:c4:60,00:c1:b1:14:eb:31,0,0,0.0,1,0.745,True,True,443,49299,ports_masked
FLOW_888368,1499275842.076587,192.168.10.25,31.13.69.228,00:25:00:a8:c4:60,00:c1:b1:14:eb:31,0,0,0.0,1,0.73,True,True,443,52588,ports_masked
FLOW_874004,1499275161.173804,112.175.246.145,192.168.10.17,00:c1:b1:14:eb:31,00:23:ae:9b:95:67,0,0,0.0,1,0.88,True,True,43399,443,ports_masked
FLOW_181155,1499262254.822852,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,0,0.28,1,0.99,True,True,80,38074,ports_masked
FLOW_929622,1499277768.477814,192.168.10.16,172.217.7.14,00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,0,0,0.0,1,0.77,True,True,443,56072,ports_masked
FLOW_1018507,1499281579.832864,192.168.10.25,31.13.80.12,00:25:00:a8:c4:60,00:c1:b1:14:eb:31,0,0,0.0,1,0.7,True,True,443,53426,ports_masked
FLOW_1067818,1499284814.267815,107.178.252.66,192.168.10.12,00:c1:b1:14:eb:31,b8:ac:6f:36:04:e3,0,0,0.0,1,0.52,True,True,55228,443,ports_masked
FLOW_115747,1499260779.022595,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,0,0.23,1,1.0,True,True,80,35154,ports_masked
FLOW_933775,1499278043.198859,192.168.10.16,54.208.109.68,00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,0,0,0.0,1,0.76,True,True,443,36454,ports_masked
