flow_id,timestamp,src_ip,dst_ip,src_mac,dst_mac,label,original_label,predicted_label,attack_probability,prediction_type,correct_prediction
FLOW_097966,1499260211.750827,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS slowloris,0,0.02,FN,False
FLOW_098014,1499260211.752489,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS slowloris,0,0.0,FN,False
FLOW_098016,1499260211.752492,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS slowloris,0,0.12,FN,False
FLOW_098120,1499260211.986121,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS slowloris,0,0.38,FN,False
FLOW_098128,1499260212.049887,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS slowloris,0,0.5,FN,False
FLOW_098422,1499260215.506433,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS slowloris,0,0.375,FN,False
FLOW_098680,1499260230.610029,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS slowloris,0,0.415,FN,False
FLOW_110090,1499260609.005516,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Slowhttptest,0,0.055,FN,False
FLOW_121931,1499261030.089219,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Slowhttptest,0,0.05,FN,False
FLOW_125206,1499261157.745091,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Slowhttptest,0,0.44,FN,False
FLOW_125204,1499261157.74508,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Slowhttptest,0,0.455,FN,False
FLOW_140554,1499261699.137273,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Slowhttptest,0,0.12,FN,False
FLOW_159319,1499262204.994204,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.5,FN,False
FLOW_164767,1499262221.347771,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.36,FN,False
FLOW_166736,1499262221.972672,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.365,FN,False
FLOW_169529,1499262236.668288,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.115,FN,False
FLOW_171170,1499262237.206247,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.235,FN,False
FLOW_171527,1499262237.326244,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.28,FN,False
FLOW_173355,1499262237.841224,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.265,FN,False
FLOW_172893,1499262237.724282,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.3,FN,False
FLOW_174344,1499262238.166245,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.5,FN,False
FLOW_172881,1499262237.724233,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.36,FN,False
FLOW_172950,1499262237.740274,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.27,FN,False
FLOW_177705,1499262242.537508,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.22,FN,False
FLOW_177707,1499262242.537528,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.41,FN,False
FLOW_178170,1499262253.81582,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.495,FN,False
FLOW_187028,1499262270.282339,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.08,FN,False
FLOW_189184,1499262271.021338,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.42,FN,False
FLOW_190393,1499262271.423331,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.45,FN,False
FLOW_186765,1499262266.848472,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.26,FN,False
FLOW_196154,1499262286.981612,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.325,FN,False
FLOW_196226,1499262287.004396,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.215,FN,False
FLOW_194799,1499262282.986671,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.11,FN,False
FLOW_202776,1499262289.549512,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.345,FN,False
FLOW_202829,1499262289.641524,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.405,FN,False
FLOW_204091,1499262304.09339,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.445,FN,False
FLOW_204319,1499262304.157404,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.4,FN,False
FLOW_211122,1499262311.057081,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.415,FN,False
FLOW_228551,1499262340.553582,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.145,FN,False
FLOW_230565,1499262354.164017,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.44,FN,False
FLOW_233613,1499262355.15496,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.075,FN,False
FLOW_237989,1499262370.093535,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.115,FN,False
FLOW_240533,1499262370.9465,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.4,FN,False
FLOW_250675,1499262388.790004,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.325,FN,False
FLOW_263417,1499262419.920128,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.415,FN,False
FLOW_264088,1499262420.12561,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.455,FN,False
FLOW_266467,1499262420.854141,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.475,FN,False
FLOW_267885,1499262421.271091,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.485,FN,False
FLOW_267955,1499262421.298043,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.445,FN,False
FLOW_272622,1499262437.505649,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.405,FN,False
FLOW_274413,1499262438.087616,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.45,FN,False
FLOW_281579,1499262454.166112,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.24,FN,False
FLOW_282077,1499262454.29812,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.46,FN,False
FLOW_285516,1499262455.38913,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.48,FN,False
FLOW_287213,1499262469.377695,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.22,FN,False
FLOW_287979,1499262469.630724,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.47,FN,False
FLOW_289042,1499262469.973596,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.495,FN,False
FLOW_293976,1499262471.516682,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.35,FN,False
FLOW_294771,1499262471.832655,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.265,FN,False
FLOW_300847,1499262488.39763,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.33,FN,False
FLOW_303397,1499262489.681623,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.355,FN,False
FLOW_303427,1499262489.761608,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.4,FN,False
FLOW_303603,1499262490.821706,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.375,FN,False
FLOW_308536,1499262504.474749,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.48,FN,False
FLOW_312151,1499262520.333282,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.265,FN,False
FLOW_312404,1499262520.39928,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.435,FN,False
FLOW_314833,1499262521.139545,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.15,FN,False
FLOW_315376,1499262521.303352,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.21,FN,False
FLOW_317733,1499262522.064221,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.125,FN,False
FLOW_319697,1499262523.489654,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.3,FN,False
FLOW_320413,1499262536.717686,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.455,FN,False
FLOW_325279,1499262538.189774,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.2,FN,False
FLOW_327996,1499262539.657623,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.475,FN,False
FLOW_336079,1499262557.253634,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.18,FN,False
FLOW_338918,1499262570.913917,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.175,FN,False
FLOW_340708,1499262571.481833,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.345,FN,False
FLOW_345651,1499262586.685392,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.465,FN,False
FLOW_352089,1499262588.717375,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.125,FN,False
FLOW_353354,1499262592.230253,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.475,FN,False
FLOW_355347,1499262603.632934,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.115,FN,False
FLOW_359483,1499262604.886885,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.43,FN,False
FLOW_360862,1499262605.332884,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.365,FN,False
FLOW_367173,1499262621.690531,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.405,FN,False
FLOW_370136,1499262624.049662,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.415,FN,False
FLOW_371218,1499262636.301782,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.475,FN,False
FLOW_371390,1499262636.356008,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.465,FN,False
FLOW_373665,1499262637.069941,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.4849657097288676,FN,False
FLOW_376505,1499262637.916949,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.285,FN,False
FLOW_377382,1499262638.196944,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.375,FN,False
FLOW_380916,1499262653.675519,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.45,FN,False
FLOW_380939,1499262653.682544,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.09,FN,False
FLOW_381121,1499262653.741516,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.14,FN,False
FLOW_384044,1499262654.661489,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.165,FN,False
FLOW_384354,1499262654.760491,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.5,FN,False
FLOW_386743,1499262656.981736,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.23,FN,False
FLOW_386963,1499262669.769657,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.415,FN,False
FLOW_395877,1499262686.864527,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.18,FN,False
FLOW_397700,1499262687.400558,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.185,FN,False
FLOW_400680,1499262688.354542,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.25,FN,False
FLOW_409776,1499262705.31406,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.045,FN,False
FLOW_409806,1499262705.323062,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.075,FN,False
FLOW_410652,1499262705.655039,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.31,FN,False
FLOW_411211,1499262707.234438,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.31,FN,False
FLOW_411286,1499262709.221776,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.465,FN,False
FLOW_417820,1499262721.976579,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.125,FN,False
FLOW_419227,1499262722.483557,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.025,FN,False
FLOW_419825,1499262723.365732,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.24,FN,False
FLOW_423486,1499262737.697157,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.295,FN,False
FLOW_425240,1499262738.274112,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.465,FN,False
FLOW_428521,1499262753.66468,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.325,FN,False
FLOW_429587,1499262754.017668,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.365,FN,False
FLOW_431124,1499262754.443657,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.17,FN,False
FLOW_435900,1499262756.074621,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.385,FN,False
FLOW_436191,1499262756.697736,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.48,FN,False
FLOW_438510,1499262770.942195,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.475,FN,False
FLOW_441336,1499262771.797719,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.5,FN,False
FLOW_441862,1499262771.983187,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.305,FN,False
FLOW_454887,1499262804.217255,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.225,FN,False
FLOW_454888,1499262804.217255,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.215,FN,False
FLOW_456804,1499262804.903251,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.06,FN,False
FLOW_458008,1499262805.39217,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.16,FN,False
FLOW_462284,1499262813.413792,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.22,FN,False
FLOW_467990,1499262821.707872,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.395,FN,False
FLOW_469206,1499262822.068743,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.16,FN,False
FLOW_469754,1499262822.250725,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.42,FN,False
FLOW_469755,1499262822.250729,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.36,FN,False
FLOW_476205,1499262837.989275,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.495,FN,False
FLOW_476508,1499262838.078297,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.33,FN,False
FLOW_479124,1499262839.367285,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.475,FN,False
FLOW_484676,1499262855.445833,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.435,FN,False
FLOW_488395,1499262870.031388,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.16,FN,False
FLOW_501451,1499262888.880921,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.5,FN,False
FLOW_504930,1499262890.353786,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.3,FN,False
FLOW_511404,1499262905.661372,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.31,FN,False
FLOW_514351,1499262920.479991,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.49,FN,False
FLOW_525251,1499262938.633804,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,1,DoS Hulk,0,0.485,FN,False
FLOW_525289,1499262938.640451,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.29,FN,False
FLOW_525382,1499262938.678442,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.49,FN,False
FLOW_525876,1499262938.878476,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.4,FN,False
FLOW_525877,1499262938.878478,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,1,DoS Hulk,0,0.4,FN,False
