flow_id,baseline_label,baseline_original_label,baseline_predicted_label,baseline_attack_probability,baseline_status,baseline_correct,v1_label,v1_original_label,v1_predicted_label,v1_attack_probability,v1_status,v1_correct,v2_label,v2_original_label,v2_predicted_label,v2_attack_probability,v2_status,v2_correct,transition,baseline_result,v1_result,v2_result,traffic_class,persistent_fn,v1_repaired_v2_regressed_fn,v2_only_fn,fn_repaired_and_kept,persistent_fp,v1_repaired_v2_regressed_fp,v2_only_fp,fp_repaired_and_kept
FLOW_287979,1,DoS Hulk,1,0.725,TP,True,1,DoS Hulk,1,0.555,TP,True,1,DoS Hulk,0,0.47,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_289042,1,DoS Hulk,1,0.615,TP,True,1,DoS Hulk,1,0.595,TP,True,1,DoS Hulk,0,0.495,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_293976,1,DoS Hulk,1,0.55,TP,True,1,DoS Hulk,1,0.6,TP,True,1,DoS Hulk,0,0.35,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_303427,1,DoS Hulk,1,0.54,TP,True,1,DoS Hulk,1,0.545,TP,True,1,DoS Hulk,0,0.4,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_312404,1,DoS Hulk,1,0.53,TP,True,1,DoS Hulk,1,0.515,TP,True,1,DoS Hulk,0,0.435,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_327996,1,DoS Hulk,1,0.535,TP,True,1,DoS Hulk,1,0.525,TP,True,1,DoS Hulk,0,0.475,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_360862,1,DoS Hulk,1,0.64,TP,True,1,DoS Hulk,1,0.505,TP,True,1,DoS Hulk,0,0.365,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_367173,1,DoS Hulk,1,0.625,TP,True,1,DoS Hulk,1,0.62,TP,True,1,DoS Hulk,0,0.405,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_371218,1,DoS Hulk,1,0.68,TP,True,1,DoS Hulk,1,0.59,TP,True,1,DoS Hulk,0,0.475,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_371390,1,DoS Hulk,1,0.59,TP,True,1,DoS Hulk,1,0.57,TP,True,1,DoS Hulk,0,0.465,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_373665,1,DoS Hulk,1,0.645,TP,True,1,DoS Hulk,1,0.65,TP,True,1,DoS Hulk,0,0.4849657097288676,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_377382,1,DoS Hulk,1,0.58,TP,True,1,DoS Hulk,1,0.515,TP,True,1,DoS Hulk,0,0.375,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_384354,1,DoS Hulk,1,0.69,TP,True,1,DoS Hulk,1,0.68,TP,True,1,DoS Hulk,0,0.5,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_425240,1,DoS Hulk,1,0.645,TP,True,1,DoS Hulk,1,0.575,TP,True,1,DoS Hulk,0,0.465,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_428521,1,DoS Hulk,1,0.565,TP,True,1,DoS Hulk,1,0.545,TP,True,1,DoS Hulk,0,0.325,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_435900,1,DoS Hulk,1,0.615,TP,True,1,DoS Hulk,1,0.535,TP,True,1,DoS Hulk,0,0.385,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_438510,1,DoS Hulk,1,0.69,TP,True,1,DoS Hulk,1,0.615,TP,True,1,DoS Hulk,0,0.475,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_441336,1,DoS Hulk,1,0.595,TP,True,1,DoS Hulk,1,0.565,TP,True,1,DoS Hulk,0,0.5,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_467990,1,DoS Hulk,1,0.655,TP,True,1,DoS Hulk,1,0.595,TP,True,1,DoS Hulk,0,0.395,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_476205,1,DoS Hulk,1,0.71,TP,True,1,DoS Hulk,1,0.695,TP,True,1,DoS Hulk,0,0.495,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_479124,1,DoS Hulk,1,0.625,TP,True,1,DoS Hulk,1,0.61,TP,True,1,DoS Hulk,0,0.475,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_501451,1,DoS Hulk,1,0.675,TP,True,1,DoS Hulk,1,0.61,TP,True,1,DoS Hulk,0,0.5,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_514351,1,DoS Hulk,1,0.71,TP,True,1,DoS Hulk,1,0.67,TP,True,1,DoS Hulk,0,0.49,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_525382,1,DoS Hulk,1,0.595,TP,True,1,DoS Hulk,1,0.58,TP,True,1,DoS Hulk,0,0.49,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_525876,1,DoS Hulk,1,0.63,TP,True,1,DoS Hulk,1,0.51,TP,True,1,DoS Hulk,0,0.4,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_525877,1,DoS Hulk,1,0.635,TP,True,1,DoS Hulk,1,0.51,TP,True,1,DoS Hulk,0,0.4,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_530600,1,DoS Hulk,1,0.655,TP,True,1,DoS Hulk,1,0.585,TP,True,1,DoS Hulk,0,0.455,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_562664,1,DoS Hulk,1,0.645,TP,True,1,DoS Hulk,1,0.54,TP,True,1,DoS Hulk,0,0.365,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_574034,1,DoS Hulk,1,0.58,TP,True,1,DoS Hulk,1,0.535,TP,True,1,DoS Hulk,0,0.485,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_583575,1,DoS Hulk,1,0.645,TP,True,1,DoS Hulk,1,0.57,TP,True,1,DoS Hulk,0,0.485,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_591609,1,DoS Hulk,1,0.605,TP,True,1,DoS Hulk,1,0.58,TP,True,1,DoS Hulk,0,0.39,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_592255,1,DoS Hulk,1,0.685,TP,True,1,DoS Hulk,1,0.63,TP,True,1,DoS Hulk,0,0.435,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_607138,1,DoS Hulk,1,0.63,TP,True,1,DoS Hulk,1,0.595,TP,True,1,DoS Hulk,0,0.38,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_615970,1,DoS Hulk,1,0.68,TP,True,1,DoS Hulk,1,0.665,TP,True,1,DoS Hulk,0,0.5,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_635517,1,DoS Hulk,1,0.59,TP,True,1,DoS Hulk,1,0.59,TP,True,1,DoS Hulk,0,0.44,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_629360,1,DoS Hulk,1,0.535,TP,True,1,DoS Hulk,1,0.505,TP,True,1,DoS Hulk,0,0.3,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_645955,1,DoS Hulk,1,0.6,TP,True,1,DoS Hulk,1,0.585,TP,True,1,DoS Hulk,0,0.38,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_646067,1,DoS Hulk,1,0.62,TP,True,1,DoS Hulk,1,0.565,TP,True,1,DoS Hulk,0,0.44,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_658339,1,DoS Hulk,1,0.625,TP,True,1,DoS Hulk,1,0.55,TP,True,1,DoS Hulk,0,0.425,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_669730,1,DoS Hulk,1,0.67,TP,True,1,DoS Hulk,1,0.555,TP,True,1,DoS Hulk,0,0.435,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_670092,1,DoS Hulk,1,0.59,TP,True,1,DoS Hulk,1,0.585,TP,True,1,DoS Hulk,0,0.415,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_671773,1,DoS Hulk,1,0.58,TP,True,1,DoS Hulk,1,0.505,TP,True,1,DoS Hulk,0,0.44,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_671794,1,DoS Hulk,1,0.55,TP,True,1,DoS Hulk,1,0.51,TP,True,1,DoS Hulk,0,0.485,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_671847,1,DoS Hulk,1,0.525,TP,True,1,DoS Hulk,1,0.53,TP,True,1,DoS Hulk,0,0.48,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_671882,1,DoS Hulk,1,0.645,TP,True,1,DoS Hulk,1,0.63,TP,True,1,DoS Hulk,0,0.42,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_674866,1,DoS Hulk,1,0.515,TP,True,1,DoS Hulk,1,0.525,TP,True,1,DoS Hulk,0,0.35,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_678104,1,DoS Hulk,1,0.63,TP,True,1,DoS Hulk,1,0.625,TP,True,1,DoS Hulk,0,0.455,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_700998,1,DoS GoldenEye,1,0.585,TP,True,1,DoS GoldenEye,1,0.515,TP,True,1,DoS GoldenEye,0,0.38,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_701009,1,DoS GoldenEye,1,0.645,TP,True,1,DoS GoldenEye,1,0.6,TP,True,1,DoS GoldenEye,0,0.5,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_702385,1,DoS GoldenEye,1,0.625,TP,True,1,DoS GoldenEye,1,0.505,TP,True,1,DoS GoldenEye,0,0.475,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_717822,1,DoS GoldenEye,1,0.765,TP,True,1,DoS GoldenEye,1,0.695,TP,True,1,DoS GoldenEye,0,0.495,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_718240,1,DoS GoldenEye,1,0.67,TP,True,1,DoS GoldenEye,1,0.515,TP,True,1,DoS GoldenEye,0,0.34,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_721309,1,DoS GoldenEye,1,0.56,TP,True,1,DoS GoldenEye,1,0.575,TP,True,1,DoS GoldenEye,0,0.335,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_721331,1,DoS GoldenEye,1,0.565,TP,True,1,DoS GoldenEye,1,0.55,TP,True,1,DoS GoldenEye,0,0.325,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
FLOW_721332,1,DoS GoldenEye,1,0.7,TP,True,1,DoS GoldenEye,1,0.615,TP,True,1,DoS GoldenEye,0,0.485,FN,False,TP -> TP -> FN,TP,TP,FN,Attack,False,False,True,False,False,False,False,False
