flow_id,baseline_label,baseline_original_label,baseline_predicted_label,baseline_attack_probability,baseline_status,baseline_correct,v1_label,v1_original_label,v1_predicted_label,v1_attack_probability,v1_status,v1_correct,v2_label,v2_original_label,v2_predicted_label,v2_attack_probability,v2_status,v2_correct,transition,baseline_result,v1_result,v2_result,traffic_class,persistent_fn,v1_repaired_v2_regressed_fn,v2_only_fn,fn_repaired_and_kept,persistent_fp,v1_repaired_v2_regressed_fp,v2_only_fp,fp_repaired_and_kept
FLOW_187028,1,DoS Hulk,0,0.38,FN,False,1,DoS Hulk,0,0.3,FN,False,1,DoS Hulk,0,0.08,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_186765,1,DoS Hulk,0,0.315,FN,False,1,DoS Hulk,0,0.18,FN,False,1,DoS Hulk,0,0.26,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_196226,1,DoS Hulk,0,0.455,FN,False,1,DoS Hulk,0,0.29,FN,False,1,DoS Hulk,0,0.215,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_194799,1,DoS Hulk,0,0.18,FN,False,1,DoS Hulk,0,0.125,FN,False,1,DoS Hulk,0,0.11,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_202776,1,DoS Hulk,0,0.49,FN,False,1,DoS Hulk,0,0.35,FN,False,1,DoS Hulk,0,0.345,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_211122,1,DoS Hulk,0,0.385,FN,False,1,DoS Hulk,0,0.32,FN,False,1,DoS Hulk,0,0.415,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_228551,1,DoS Hulk,0,0.1,FN,False,1,DoS Hulk,0,0.09,FN,False,1,DoS Hulk,0,0.145,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_230565,1,DoS Hulk,0,0.445,FN,False,1,DoS Hulk,0,0.345,FN,False,1,DoS Hulk,0,0.44,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_233613,1,DoS Hulk,0,0.365,FN,False,1,DoS Hulk,0,0.315,FN,False,1,DoS Hulk,0,0.075,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_237989,1,DoS Hulk,0,0.44,FN,False,1,DoS Hulk,0,0.275,FN,False,1,DoS Hulk,0,0.115,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_250675,1,DoS Hulk,0,0.315,FN,False,1,DoS Hulk,0,0.26,FN,False,1,DoS Hulk,0,0.325,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_264088,1,DoS Hulk,0,0.345,FN,False,1,DoS Hulk,0,0.33,FN,False,1,DoS Hulk,0,0.455,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_281579,1,DoS Hulk,0,0.5,FN,False,1,DoS Hulk,0,0.46,FN,False,1,DoS Hulk,0,0.24,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_287213,1,DoS Hulk,0,0.325,FN,False,1,DoS Hulk,0,0.225,FN,False,1,DoS Hulk,0,0.22,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_294771,1,DoS Hulk,0,0.42,FN,False,1,DoS Hulk,0,0.37,FN,False,1,DoS Hulk,0,0.265,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_300847,1,DoS Hulk,0,0.415,FN,False,1,DoS Hulk,0,0.405,FN,False,1,DoS Hulk,0,0.33,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_303397,1,DoS Hulk,0,0.495,FN,False,1,DoS Hulk,0,0.49,FN,False,1,DoS Hulk,0,0.355,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_303603,1,DoS Hulk,0,0.425,FN,False,1,DoS Hulk,0,0.38,FN,False,1,DoS Hulk,0,0.375,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_308536,1,DoS Hulk,0,0.3,FN,False,1,DoS Hulk,0,0.36,FN,False,1,DoS Hulk,0,0.48,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_312151,1,DoS Hulk,0,0.495,FN,False,1,DoS Hulk,0,0.38,FN,False,1,DoS Hulk,0,0.265,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_314833,1,DoS Hulk,0,0.255,FN,False,1,DoS Hulk,0,0.11,FN,False,1,DoS Hulk,0,0.15,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_317733,1,DoS Hulk,0,0.19,FN,False,1,DoS Hulk,0,0.08,FN,False,1,DoS Hulk,0,0.125,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_319697,1,DoS Hulk,0,0.45,FN,False,1,DoS Hulk,0,0.385,FN,False,1,DoS Hulk,0,0.3,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_325279,1,DoS Hulk,0,0.405,FN,False,1,DoS Hulk,0,0.315,FN,False,1,DoS Hulk,0,0.2,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_336079,1,DoS Hulk,0,0.23,FN,False,1,DoS Hulk,0,0.165,FN,False,1,DoS Hulk,0,0.18,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_338918,1,DoS Hulk,0,0.285,FN,False,1,DoS Hulk,0,0.31,FN,False,1,DoS Hulk,0,0.175,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_345651,1,DoS Hulk,0,0.47,FN,False,1,DoS Hulk,0,0.4,FN,False,1,DoS Hulk,0,0.465,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_352089,1,DoS Hulk,0,0.195,FN,False,1,DoS Hulk,0,0.17,FN,False,1,DoS Hulk,0,0.125,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_355347,1,DoS Hulk,0,0.275,FN,False,1,DoS Hulk,0,0.285,FN,False,1,DoS Hulk,0,0.115,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_359483,1,DoS Hulk,0,0.485,FN,False,1,DoS Hulk,0,0.475,FN,False,1,DoS Hulk,0,0.43,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_370136,1,DoS Hulk,0,0.465,FN,False,1,DoS Hulk,0,0.3,FN,False,1,DoS Hulk,0,0.415,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_376505,1,DoS Hulk,0,0.485,FN,False,1,DoS Hulk,0,0.43,FN,False,1,DoS Hulk,0,0.285,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_380916,1,DoS Hulk,0,0.375,FN,False,1,DoS Hulk,0,0.38,FN,False,1,DoS Hulk,0,0.45,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_380939,1,DoS Hulk,0,0.3,FN,False,1,DoS Hulk,0,0.25,FN,False,1,DoS Hulk,0,0.09,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_381121,1,DoS Hulk,0,0.085,FN,False,1,DoS Hulk,0,0.035,FN,False,1,DoS Hulk,0,0.14,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_384044,1,DoS Hulk,0,0.46,FN,False,1,DoS Hulk,0,0.425,FN,False,1,DoS Hulk,0,0.165,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_386743,1,DoS Hulk,0,0.375,FN,False,1,DoS Hulk,0,0.255,FN,False,1,DoS Hulk,0,0.23,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_395877,1,DoS Hulk,0,0.165,FN,False,1,DoS Hulk,0,0.09,FN,False,1,DoS Hulk,0,0.18,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_397700,1,DoS Hulk,0,0.265,FN,False,1,DoS Hulk,0,0.245,FN,False,1,DoS Hulk,0,0.185,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_400680,1,DoS Hulk,0,0.49,FN,False,1,DoS Hulk,0,0.445,FN,False,1,DoS Hulk,0,0.25,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_409776,1,DoS Hulk,0,0.245,FN,False,1,DoS Hulk,0,0.29,FN,False,1,DoS Hulk,0,0.045,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_409806,1,DoS Hulk,0,0.24,FN,False,1,DoS Hulk,0,0.165,FN,False,1,DoS Hulk,0,0.075,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_411211,1,DoS Hulk,0,0.305,FN,False,1,DoS Hulk,0,0.365,FN,False,1,DoS Hulk,0,0.31,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_411286,1,DoS Hulk,0,0.43,FN,False,1,DoS Hulk,0,0.42,FN,False,1,DoS Hulk,0,0.465,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_417820,1,DoS Hulk,0,0.23,FN,False,1,DoS Hulk,0,0.215,FN,False,1,DoS Hulk,0,0.125,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_419227,1,DoS Hulk,0,0.115,FN,False,1,DoS Hulk,0,0.11,FN,False,1,DoS Hulk,0,0.025,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_419825,1,DoS Hulk,0,0.42,FN,False,1,DoS Hulk,0,0.41,FN,False,1,DoS Hulk,0,0.24,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_429587,1,DoS Hulk,0,0.415,FN,False,1,DoS Hulk,0,0.345,FN,False,1,DoS Hulk,0,0.365,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_431124,1,DoS Hulk,0,0.425,FN,False,1,DoS Hulk,0,0.29,FN,False,1,DoS Hulk,0,0.17,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_441862,1,DoS Hulk,0,0.385,FN,False,1,DoS Hulk,0,0.395,FN,False,1,DoS Hulk,0,0.305,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_454887,1,DoS Hulk,0,0.445,FN,False,1,DoS Hulk,0,0.38,FN,False,1,DoS Hulk,0,0.225,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_454888,1,DoS Hulk,0,0.365,FN,False,1,DoS Hulk,0,0.35,FN,False,1,DoS Hulk,0,0.215,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_456804,1,DoS Hulk,0,0.25,FN,False,1,DoS Hulk,0,0.105,FN,False,1,DoS Hulk,0,0.06,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_458008,1,DoS Hulk,0,0.405,FN,False,1,DoS Hulk,0,0.315,FN,False,1,DoS Hulk,0,0.16,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_462284,1,DoS Hulk,0,0.33,FN,False,1,DoS Hulk,0,0.3,FN,False,1,DoS Hulk,0,0.22,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_469206,1,DoS Hulk,0,0.42,FN,False,1,DoS Hulk,0,0.345,FN,False,1,DoS Hulk,0,0.16,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_469754,1,DoS Hulk,0,0.46,FN,False,1,DoS Hulk,0,0.45,FN,False,1,DoS Hulk,0,0.42,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_469755,1,DoS Hulk,0,0.425,FN,False,1,DoS Hulk,0,0.375,FN,False,1,DoS Hulk,0,0.36,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_476508,1,DoS Hulk,0,0.475,FN,False,1,DoS Hulk,0,0.405,FN,False,1,DoS Hulk,0,0.33,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_511404,1,DoS Hulk,0,0.275,FN,False,1,DoS Hulk,0,0.245,FN,False,1,DoS Hulk,0,0.31,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_525251,1,DoS Hulk,0,0.49,FN,False,1,DoS Hulk,0,0.43,FN,False,1,DoS Hulk,0,0.485,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_525289,1,DoS Hulk,0,0.385,FN,False,1,DoS Hulk,0,0.29,FN,False,1,DoS Hulk,0,0.29,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_527101,1,DoS Hulk,0,0.165,FN,False,1,DoS Hulk,0,0.155,FN,False,1,DoS Hulk,0,0.045,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_540018,1,DoS Hulk,0,0.475,FN,False,1,DoS Hulk,0,0.34,FN,False,1,DoS Hulk,0,0.06,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_547342,1,DoS Hulk,0,0.4,FN,False,1,DoS Hulk,0,0.315,FN,False,1,DoS Hulk,0,0.27,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_547755,1,DoS Hulk,0,0.445,FN,False,1,DoS Hulk,0,0.325,FN,False,1,DoS Hulk,0,0.255,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_587442,1,DoS Hulk,0,0.19,FN,False,1,DoS Hulk,0,0.1,FN,False,1,DoS Hulk,0,0.12,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_613472,1,DoS Hulk,0,0.49,FN,False,1,DoS Hulk,0,0.34,FN,False,1,DoS Hulk,0,0.38,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_613474,1,DoS Hulk,0,0.465,FN,False,1,DoS Hulk,0,0.34,FN,False,1,DoS Hulk,0,0.385,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_625828,1,DoS Hulk,0,0.2,FN,False,1,DoS Hulk,0,0.125,FN,False,1,DoS Hulk,0,0.04,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_625973,1,DoS Hulk,0,0.46,FN,False,1,DoS Hulk,0,0.5,FN,False,1,DoS Hulk,0,0.435,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_625984,1,DoS Hulk,0,0.37,FN,False,1,DoS Hulk,0,0.385,FN,False,1,DoS Hulk,0,0.365,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_626431,1,DoS Hulk,0,0.305,FN,False,1,DoS Hulk,0,0.275,FN,False,1,DoS Hulk,0,0.19,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_628971,1,DoS Hulk,0,0.5,FN,False,1,DoS Hulk,0,0.45,FN,False,1,DoS Hulk,0,0.455,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_632140,1,DoS Hulk,0,0.33,FN,False,1,DoS Hulk,0,0.29,FN,False,1,DoS Hulk,0,0.355,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_632651,1,DoS Hulk,0,0.405,FN,False,1,DoS Hulk,0,0.25,FN,False,1,DoS Hulk,0,0.215,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_634362,1,DoS Hulk,0,0.295,FN,False,1,DoS Hulk,0,0.185,FN,False,1,DoS Hulk,0,0.24,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_635186,1,DoS Hulk,0,0.425,FN,False,1,DoS Hulk,0,0.39,FN,False,1,DoS Hulk,0,0.2,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_637325,1,DoS Hulk,0,0.13,FN,False,1,DoS Hulk,0,0.135,FN,False,1,DoS Hulk,0,0.035,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
